"";"account_id";"company_name";"program_id";"access";"incorporation_country";"sectors";"industries";"activities";"primary_sector";"primary_industry";"primary_activity";"Target reference number";"Scope";"% emissions in Scope";"Targeted % reduction from base year";"Base year";"Start year";"Base year emissions covered by target (metric tons CO2e)";"Target year";"Is this a science-based target?";"% of target achieved";"Target status";"Please explain";"Likely % achieved issue";"Likely invalid formulation";"Keyword matches";"duration";"time_complete";"% reduction (annual linear)";"Most recent accounting year";"Most recent accounting year end date";"Base year emissions (100% of scope)";"Base year emissions data source";"Base year emissions (100% of scope, excl. scope 3)";"Base year emissions data source (excl. scope 3)";"MRY emissions (100% of scope)";"MRY year emissions data source";"MRY emissions (100% of scope, excl. scope 3)";"MRY emissions data source (excl. scope 3)";"flag";"flag_notes";"T_ID";"target_type";"fin_sector"
"21";724;"AMP";"Investor";"public";"Australia";"Financial services";"Services";"Insurance";"Financial services";"Services";"Insurance";"Abs 1";"Scope 1+2 (location-based)";100;40;2013;2017;32422;2021;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";100;"Achieved";"AMP recognises to ensure global temperature rise is limited to 2C; global emissions should be net zero by 2050. While AMP's target recognises that AMP needs to decrease its own emissions, it also recognises that, consistent with net zero concept, that it should offset its emissions through supporting the actions of others. AMP is reducing its use of resources and carbon footprint and has set a number of priorities including: - reducing greenhouse gas emissions by 40% in the period 2013-2021 - pursuing energy efficiency through lighting upgrades, IT initiatives and more flexible and efficient use of office space - working with contractors, landlords and service providers to increase waste recycling - reducing non-essential air travel and paper consumption - encouraging employee work practices that reduce environmental impacts - encouraging suppliers to reduce the impacts of their products and services - maintaining carbon neutrality - continuing with external assurance of AMP's carbon footprint. AMP has offset part or all of its operational emissions since 2009.";NA;"Likely inclusion of RECs, ETS, or offsets";NA;4;0,25;5;2018;"2018-12-31";13986;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;8361;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-9cb-0e-0zb-7f-0wak-0waoq-0rba-0rce-0rba-2ak-2fakz-5ac";"Base year emissions check: -0wak: stated base year emissions are 132% higher than calculated base year emissions (C5.1 2019 | TOTAL 13986). -0waoq: stated base year emissions are 56% higher than calculated base year emissions (DWH 2014 | TOTAL 20830.15).; Organizational changes: Divestment: 17.4% decreased in 2017,  Change in boundary: 3.2% increased in 2017, Divestment: 23% decrease in 2016";"724-abs-S12L-2013-2021-1";"absolute";"fin"
"22";1187;"Australia and New Zealand Banking Group";"Investor";"public";"Australia";"Financial services";"Services";"Asset managers, Banks";"Financial services";"Services";"Banks";"Abs 1";"Scope 1+2 (location-based)";100;24;2015;2017;209532;2025;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";77;"Underway";"Our SBT GHG emission reduction target is aimed at reducing scope 1 and 2 emissions by 24% by 2025 and by 35% by 2030 (against a 2015 baseline). ANZ's total global Scope 1 and 2 target has been submitted to the Science Based Target Initiative (SBTi) for informal review. The SBTi confirmed that the target can be considered 'science-based'.Our 2018 scope 1 and 2 emissions were 171,012 tCO2-e - an 18% reduction from our 2015 baseline. This reduction was driven primarily by ongoing energy and emission reduction activities across the portfolio, including: cent LED and lighting efficiency upgrades across our Australian commercial and retail portfolio; cent Consolidation of our property portfolio; and cent Improved operational efficiency of plant equipment, including boilers and cooling towers as well as an overhaul and optimisation of the cogeneration system located in our Melbourne head office.";NA;NA;"Australia (breakdown matches)";8;0;2,4;2018;"2018-06-30";209532;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;171012;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0e-0fb-0fa-0zb-7f-0vk-0vo-0ta-0rca-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 209532). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2016 | TOTAL 209532).; Found keyword(s): Australia; Organizational changes: Divestment: 1.0% decreased in 2017";"1187-abs-S12L-2015-2025-1";"absolute";"fin"
"23";1187;"Australia and New Zealand Banking Group";"Investor";"public";"Australia";"Financial services";"Services";"Asset managers, Banks";"Financial services";"Services";"Banks";"Abs 2";"Scope 1+2 (location-based)";100;35;2015;2017;209532;2030;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";53;"Underway";"Our SBT GHG emission reduction target is aimed at reducing scope 1 and 2 emissions by 24% by 2025 and by 35% by 2030 (against a 2015 baseline). ANZ's total global Scope 1 and 2 target has been submitted to the Science Based Target Initiative (SBTi) for informal review. The SBTi confirmed that the target can be considered 'science-based'.Our 2018 scope 1 and 2 emissions were 171,012 tCO2-e - an 18% reduction from our 2015 baseline. This reduction was driven primarily by ongoing energy and emission reduction activities across the portfolio, including: cent LED and lighting efficiency upgrades across our Australian commercial and retail portfolio; cent Consolidation of our property portfolio; and cent Improved operational efficiency of plant equipment, including boilers and cooling towers as well as an overhaul and optimisation of the cogeneration system located in our Melbourne head office.";NA;NA;"Australia (breakdown matches)";13;0;2,33333333333333;2018;"2018-06-30";209532;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;171012;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0fa-0e-0fa-0zb-7f-0vk-0vo-0ta-0rca-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 209532). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2016 | TOTAL 209532).; Found keyword(s): Australia; Organizational changes: Divestment: 1.0% decreased in 2017";"1187-abs-S12L-2015-2030-1";"absolute";"fin"
"24";1268;"Aviva plc";"Investor";"public";"United Kingdom";"Financial services";"Services";"Asset managers, Insurance";"Financial services";"Services";"Insurance";"Abs 1";"Scope 1+2 (location-based) +3 (upstream)";100;70;2010;2010;146248;2030;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";85;"Underway";"We have had two long term carbon reduction targets in place with a baseline of 2010. the first one was 50% by 2020 and 70% by 2030. By the end of 2018 we had achieved a 60% reduction, and so met the 50% target 3 years' early, and so now we are working to achieve the 70% reduction by 2030. We believe that the 70% target is science based, however we are still awaiting the SBT mandatory methodology for financial services to truly set a target for Scope 3 - investments. We have note set a new target based on Scope2 market based as this is not feasible for some of the countries in which we have operations currently, and so to continue measuring in a consistent manner we continue to use location based figures.";NA;NA;NA;20;0,4;3,5;2018;"2018-12-31";NA;NA;132412;"DWH 2011 S1, DWH 2011 S2L";839715;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.01, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.07, C6 2019 S3.16: upstream completeness: 0.875";41210;"C6 2019 S1, C6 2019 S2L";"-0fa-0e-0fa-0fa-0e-0e-0za-7ga-0zb-7f-0reb-0rbd-0rbb-0rba-0rca-0rbd-0rba-0rcd-0rae-5ad";"Organizational changes: Other: 6.78% decreased in 2018, Change in methodology: 8.0% decreased in 2017, Acquisitions: 17% decrease in 2015, Divestment: 13% decrease in 2014, Divestment: 3% decrease in 2013,  Change in methodology: 12% decrease in 2013, Divestment: 12.42% decrease in 2012, Change in methodology: 1.5% increase in 2011,  Change in boundary: 842% increase in 2011";"1268-abs-S12L3-2010-2030-1";"absolute";"fin"
"25";1268;"Aviva plc";"Investor";"public";"United Kingdom";"Financial services";"Services";"Asset managers, Insurance";"Financial services";"Services";"Insurance";"Abs 2";"Scope 1+2 (location-based) +3 (upstream)";100;5;2017;2018;68500;2017;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";100;"Achieved";"As well as having a long term carbon reduction target we have a year on year absolute reduction target of 5% per annum.";NA;NA;NA;-1;0;NA;2018;"2018-12-31";70029;"C6 2019 S1, C6 2019 S2L, C6 2018 S3.01, C6 2018 S3.02, C6 2018 S3.03, C6 2018 S3.04, C6 2018 S3.05, C6 2018 S3.06, C6 2018 S3.07, C6 2018 S3.08, C6 2018 S3.16: upstream completeness: 0.777777777777778";49195;"C5.1 2019 S1, C5.1 2019 S2L";839715;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.01, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.07, C6 2019 S3.16: upstream completeness: 0.875";41210;"C6 2019 S1, C6 2019 S2L";"-4a-0ca-0e-0scm-0vm-0reb-5aa";"Base year emissions check: Base yr emissions for target scope, Scope 1+2 (location-based) +3 (upstream), has been calculated from the following scopes/categories: S1, S2L, S3.01, S3.02, S3.03, S3.04, S3.05, S3.06, S3.07, S3.08, S3.16 (upstream completeness: 0.777777777777778). -0vm: stated base year emissions are 102% of calculated base year emissions (C6 2019 | TOTAL 70029). -0vm: stated base year emissions are 102% of calculated base year emissions (C6 2018 | TOTAL 70029).; Organizational changes: Other: 6.78% decreased in 2018";"1268-abs-S12L3-2017-2017-1";"absolute";"fin"
"26";1287;"AXA Group";"Investor";"public";"EU";"Financial services";"Services";"Asset managers, Banks, Insurance";"Financial services";"Services";"Insurance";"Abs 1";"Scope 1";100;24;2018;2019;38778;2025;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";0;"New";"AXA's target for the 2012-2020 period was -25% CO2 emissions per FTE, and has already been achieved (in 2018). Consequently, AXA has recently set itself a new set of SBT-compliant (pending) targets for the 2018-2025 period. The Scope 1 CO2 emissions reduction target is -24% in absolute terms (-22% per FTE). These targets are under SBT validation and will be disclosed on axa.com.";NA;NA;NA;6;-0,166666666666667;3,42857142857143;2018;"2018-12-31";38778;"C6 2019 S1";NA;NA;38778;"C6 2019 S1";NA;NA;"-0cb-0e-0e-0e-0vm-5aa";"Base year emissions check: -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2019 | TOTAL 38778).";"1287-abs-S1-2018-2025-1";"absolute";"fin"
"27";1287;"AXA Group";"Investor";"public";"EU";"Financial services";"Services";"Asset managers, Banks, Insurance";"Financial services";"Services";"Insurance";"Abs 2";"Scope 2 (market-based)";100;35;2018;2019;69160;2025;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";0;"New";"AXA's scope 2 target was -25% t eq. CO2/FTE on the 2012-2020 period. This target has already been reached as, in 2018, the Group recorded a reduction of 42% scope 2 related CO2 emissions per FTEcompared to 2012. Since, AXA has set new Science Based targets for Scope 2 reductions against 2018 baseline with reduction target to 2025 of -35% CO2 emissions from power consumption in absolute terms. These targets are under SBT validation and will be disclosed on axa.com.";NA;NA;NA;6;-0,166666666666667;5;2018;"2018-12-31";69160;"C6 2019 S2M";NA;NA;69160;"C6 2019 S2M";NA;NA;"-0cb-0fa-0fb-0e-0vm-5aa";"Base year emissions check: -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2019 | TOTAL 69160).";"1287-abs-S2M-2018-2025-1";"absolute";"fin"
"28";1395;"Banco Bradesco S/A";"Investor";"public";"Brazil";"Financial services";"Services";"Banks, Insurance";"Financial services";"Services";"Banks";"Abs 1";"Scope 1";100;1;2017;2018;8034;2018;"No, but we anticipate setting one in the next 2 years";0;"Expired";"In Scope 1, the following sources are considered: mobile combustion (own land and air fleet), stationary combustion (activation of electric generators) and fugitive emissions (replacement of refrigerant gases in air conditioning equipment).Although we reduced emissions related to our own air and land fleets (-11%), increase in exhaust of refrigerant gases (93%) have led to an increase in scope 1 emissions by 69%. The increase regarding fugitive emissions is mainly due to the plan to replace the R-22 gas in the air conditioning equipment, not accounted for in the Emissions Inventory, while gases such as 407C and 410A were accounted for.In 2018, data collection of fugitive emissions was improved, increasing, because we use information collected by the 100% of the our bank branches.It is worth highlighting that the base year for the inventory reported in question C5.1 (2015) differs from the base year considered for monitoring the target (2016).";NA;NA;NA;0;NA;1;2018;"2018-12-31";8034,94;"C6 2019 S1";NA;NA;13591;"C6 2019 S1";NA;NA;"-0ab-0cb-0hb-0fb-0fb-0fb-0fb-0db-0vm-0vn-0rea-5aa";"Base year emissions check: -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2019 | TOTAL 8034.94). -0vn: stated base year emissions are 100% of calculated base year emissions (CCDS 2018 | TOTAL 8034.94).; Organizational changes: Other: 93.0% increased in 2018";"1395-abs-S1-2017-2018-1";"absolute";"fin"
"29";1395;"Banco Bradesco S/A";"Investor";"public";"Brazil";"Financial services";"Services";"Banks, Insurance";"Financial services";"Services";"Banks";"Abs 2";"Scope 2 (location-based)";100;4,7;2017;2018;47760;2018;"No, but we anticipate setting one in the next 2 years";21;"Expired";"As part of the Corporate Energy Efficiency Master Plan (2018-2022), in 2018 we initiated automation in 16 administrative buildings and created a Command Center in the Heritage Department to increase energy efficiency. Additionally, we invested in equipment modernization, maintenance of awareness campaigns and increased the certification of our Environmental Management System (ISO - 14001), contributing to the reduction of our scope 2 emissions (37,577.67 tCO2e) and energy consumption (-3%).It is worth highlighting that the base year for the inventory reported in question C5.1 (2015) differs from the base year considered for monitoring the target (2016).";NA;NA;NA;0;NA;4,7;2018;"2018-12-31";47760,83;"C6 2018 S2L";NA;NA;37577,67;"C6 2019 S2L";NA;NA;"-0ab-0fa-0da-0db-0vm-0vn-0rea-5aa";"Base year emissions check: -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2018 | TOTAL 47760.83). -0vn: stated base year emissions are 100% of calculated base year emissions (CCDS 2018 | TOTAL 47760.83).; Organizational changes: Other: 93.0% increased in 2018";"1395-abs-S2L-2017-2018-1";"absolute";"fin"
"30";1395;"Banco Bradesco S/A";"Investor";"public";"Brazil";"Financial services";"Services";"Banks, Insurance";"Financial services";"Services";"Banks";"Abs 3";"Other, please specify: Scopo 3";100;1,6;2017;2018;188813;2018;"No, but we anticipate setting one in the next 2 years";7,94;"Expired";"Employee transportation (home-work) represents the emissions generated by the displacement of employees between their homes and their places of work, using the different means of transportation. In 2018, there was reduction of 0.4% in emissions in relation to the previous year.On the other hand, transportation and distribution (upstream) were 17% minor to the previous year, mainly explained by the reduced demand for cargo transportation services. Waste generated in operations were reduced by 34%, while Business travel emissions were 10% lower than in the previous year.";NA;NA;NA;0;NA;1,6;2018;"2018-12-31";NA;NA;NA;NA;NA;NA;NA;NA;"-0ab-0fb-0fb-0fb-0fb-0da-0db-0rea-5ad";"Organizational changes: Other: 93.0% increased in 2018";"1395-abs-S3-2017-2018-1";"absolute";"fin"
