"company_name";"incorporation_country";"Country/Region";"primary_sector";"primary_industry";"primary_activity";"Base year";"% reduction from base year";"Target year";"Base year emissions covered by target (metric tons CO2e)";"BY_EM_100";"BY_EM_100_excl_scope3";"Most recent accounting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"Global S1";"Global S2L";"Global S2M";"T_ID";"Scope_short";"Scope";"Scope1";"Scope2";"target_type";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_EM_excl_scope3_interpolated";"MRY_EM_excl_scope3"
"Sofidel S.p.A.";"Italy";"Spain";"Paper products & packaging";"Manufacturing";"Paper products";2009;14;2020;838704;838703;NA;2017;727741;NA;3961.17914030719;0.0337355452179552;100;"Scope 1+2 (location-based)";11503;12530;12530;406943;305451;305451;"36186-abs-S12L-2009-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";28294.1367164799;28294.1367164799;11503;12530;0.478633545541547;1;24332.9575761727;25413.2791598929;24550.7394124599
"Bankia";"Spain";"Spain";"Financial services";"Services";"Banks";2016;20;2020;44551;44551;35743.49;2017;39842;35840.7;7148.698;1;100;"Scope 1+2 (location-based) +3 (upstream & downstream)";4545.7;31295;31295;4545.7;31295;31295;"36595-abs-S12L3-2016-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";44551;35743.49;4545.7;31295;0.126830670159902;0.80230499876546;28594.792;33956.3155;35840.7
"Bankia";"Spain";"Spain";"Financial services";"Services";"Banks";2016;100;2020;0;0;NA;2017;0;NA;NA;1;100;"Scope 2 (market-based)";4545.7;31295;31295;4545.7;31295;31295;"36595-abs-S2M-2016-2020-1";"S2M";"Scope 2";"";"S2M";"absolute";0;0;0;31295;0;1;0;0;0
"DIA";"Spain";"Spain";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2015;20;2021;86612;648655.78;NA;2017;479666.46;NA;10583.2194569702;0.610955725359659;13;"Scope 1";293054.97;204571.65;163196.23;479666.46;318839.34;267192.85;"36702-abs-S1-2015-2021-1";"S1";"Scope 1";"S1";"";"absolute";52916.0972848508;52916.097284851;293054.97;0;1;1;42332.8778278808;49388.3574658609;293054.97
"DIA";"Spain";"Spain";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2015;34;2030;848992.7;848992.75;NA;2017;746859.31;NA;176338.886337939;0.610893101138419;100;"Scope 1 +2 (market-based)";293054.97;204571.65;163196.23;479666.46;318839.34;267192.85;"36702-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";518643.783346879;518643.783346879;293054.97;163196.23;0.642310573648902;1;342304.89700894;495131.931835154;456251.2
"DIA";"Spain";"Spain";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2015;45;2036;713817.83;848992.75;NA;2017;746859.31;NA;196229.874517469;0.610893101138419;84;"Scope 1 +2 (market-based)";293054.97;204571.65;163196.23;479666.46;318839.34;267192.85;"36702-abs-S12M-2015-2036-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";436066.387816597;436066.387816598;293054.97;163196.23;0.642310573648902;1;239836.513299129;417377.828338744;456251.2
"VMware, Inc";"United States of America";"Spain";"IT & software development";"Services";"Software";2016;35;2030;31200;31200;NA;2018;27907;NA;10.5;0.000961538461538462;100;"Scope 1 +2 (market-based)";0;30;30;3446;68323;27754;"36917-abs-S12M-2016-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";30;30;0;30;0;1;19.5;28.5;26.8336538461539
"ManpowerGroup";"United States of America";"Spain";"Specialized professional services";"Services";"Other professional services";2016;5;2017;1211;36879;NA;2017;28875;NA;0.154334445077144;0.00254887605412294;4;"Scope 1+2 (location-based)";0;94;94;22514;14365;14365;"40344-abs-S12L-2016-2017-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";3.08668890154288;3.08668890154288;0;94;0;1;2.93235445646574;2.93235445646574;73.5987960627999
"ManpowerGroup";"United States of America";"Spain";"Specialized professional services";"Services";"Other professional services";2016;3;2017;5435;47509;36879;2017;42030;28875;0.322606243027637;0.00254887605412294;18;"Scope 1+2 (location-based) +3 (upstream & downstream)";0;94;94;22514;14365;14365;"40344-abs-S12L3-2016-2017-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";13.8531413541582;10.7535414342546;0;94;0;0.776252920499274;10.4309351912269;10.4309351912269;73.5987960627999
"ManpowerGroup";"United States of America";"Spain";"Specialized professional services";"Services";"Other professional services";2012;25;2017;222;0;NA;2017;NA;NA;NA;NA;3;"Scope 3: Purchased goods & services";1743;700;700;14819;14056;14056;"40344-abs-S3-2012-2017-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"IMA SpA";"Italy";"Spain";"Powered machinery";"Manufacturing";"Industrial machinery";2013;0;2020;2308.54;NA;NA;2017;11007.78;NA;0;0.00506914200683516;28.58;"Scope 2 (market-based)";180.69;55.8;55.8;13872.05;11032.16;11007.78;"40757-abs-S2M-2013-2020-1";"S2M";"Scope 2";"";"S2M";"absolute";11.7023170884592;11.7023170884592;0;55.8;0;1;11.7023170884592;11.7023170884592;55.7999999999999
"La Poste";"France";"Spain";"Intermodal transport & logistics";"Transportation services";"Logistics - transport";2017;14;2020;615850;3254889;430382;2017;3254889;430382;19.6548939149691;0.00172404979762165;45;"Scope 1+2 (location-based) +3 (upstream)";742;0;0;380921;49461;5871;"41290-abs-S12L3-2017-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";1061.75606786529;140.392099392636;742;0;1;0.132226321696377;120.737205477667;140.392099392636;742.000000000001
"CTT - Correios de Portugal SA";"Portugal";"Spain";"Intermodal transport & logistics";"Transportation services";"Logistics - 3rd party";2008;33;2020;45678;45678;NA;2017;16325.8;NA;222.332540641194;0.0147496600472871;100;"Scope 1 +2 (market-based)";240.8;0;0;16139.3;186.5;186.5;"41342-abs-S12M-2008-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";673.73497163998;673.734971639982;240.8;0;1;1;451.402430998788;506.985566159086;240.8
"CTT - Correios de Portugal SA";"Portugal";"Spain";"Intermodal transport & logistics";"Transportation services";"Logistics - 3rd party";2013;30;2025;60720;NA;NA;2017;50054.8;16325.8;87.6322110966381;0.0147496600472871;80;"Scope 1+2 (market-based) +3 (downstream)";240.8;0;0;16139.3;186.5;186.5;"41342-abs-S12M3-2013-2025-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";895.599358071273;292.107370322127;240.8;0;1;0.326158530250845;204.475159225489;262.896633289914;240.8
"Borregaard ASA";"Norway";"Spain";"Chemicals";"Manufacturing";"Specialty chemicals";2009;56;2030;298343;298343;NA;2017;186627;NA;639.214918507396;0.00382598288419822;100;"Scope 1+2 (location-based)";528;853;853;182306;178647;178647;"45101-abs-S12L-2009-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";1141.45521162035;1141.45521162035;528;853;0.382331643736423;1;502.240293112954;897.944766474675;714.031707729261
"Borregaard ASA";"Norway";"Spain";"Chemicals";"Manufacturing";"Specialty chemicals";2009;91;2050;298343;298343;NA;2017;186627;NA;1038.72424257452;0.00382598288419822;100;"Scope 1+2 (location-based)";528;853;853;182306;178647;178647;"45101-abs-S12L-2009-2050-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";1141.45521162035;1141.45521162035;528;853;0.382331643736423;1;102.730969045832;938.777310630201;714.031707729261
"AbbVie Inc";"United States of America";"Spain";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2015;25;2025;665467;665467;NA;2017;588993;NA;633.740918302733;0.00380930034578864;100;"Scope 1 +2 (market-based)";2244.15;218.05;288.49;317524;341919;347333;"45103-abs-S12M-2015-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";2534.96367321093;2534.96367321093;2244.15;288.49;0.886091193379241;1;1901.2227549082;2408.21548955039;2243.65123856709
"AbbVie Inc";"United States of America";"Spain";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2015;50;2035;665467;665467;NA;2017;588993;NA;1267.48183660547;0.00380930034578864;100;"Scope 1 +2 (market-based)";2244.15;218.05;288.49;317524;341919;347333;"45103-abs-S12M-2015-2035-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";2534.96367321093;2534.96367321094;2244.15;288.49;0.886091193379241;1;1267.48183660547;2408.21548955039;2243.65123856709
"ESB Group";"Ireland";"Spain";"Energy utility networks";"Infrastructure";"Electricity networks";2005;30;2018;14200000;14200000;NA;2017;9765995;NA;170304.114835986;0.0399774917455366;100;"Scope 1";459093;0;0;11483787;35580;35580;"48176-abs-S1-2005-2018-1";"S1";"Scope 1";"S1";"";"absolute";567680.38278662;567680.38278662;459093;0;1;1;397376.267950634;410476.584476479;390419.984499452
"CNH Industrial NV";"United Kingdom of Great Britain and Northern Ireland";"Spain";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery";2014;17;2022;514818;514818;NA;2017;405261;NA;NA;0.0215818057790527;100;"Scope 1 +2 (market-based)";9871;0;0;192440;264936;264936;"49607-abs-S12M-2014-2022-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";11110.7020875603;11110.7020875603;9871;0;1;1;9221.88273267509;10402.3948294784;8746.26419182467
"News Corp";"United States of America";"Spain";"Print & publishing services";"Services";"Print publishing";2006;40;2020;372563;NA;352511;2017;318540.62;202014.62;27.7477087236689;0.000293595526312696;100;"Scope 1+2 (location-based) +3 (downstream)";0;74.92;74.92;30848;224333;224333;"50074-abs-S12L3-2006-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";109.382830069637;69.3692718091723;0;74.92;0;0.634187941242784;41.6215630855034;47.5675006691467;59.3105886817593
"News Corp";"United States of America";"Spain";"Print & publishing services";"Services";"Print publishing";2014;25;2025;248702;NA;NA;2017;199206.51;NA;NA;0.000304110912999283;100;"Scope 1 +2 (market-based)";0;73;73;28521;211523;211523;"50074-abs-S12M-2014-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";75.6329922847478;75.6329922847478;0;73;0;1;56.7247442135608;70.4761973562423;60.5808736315009
"News Corp";"United States of America";"Spain";"Print & publishing services";"Services";"Print publishing";2017;100;2050;202015;199206.51;NA;2017;199206.51;NA;173.7657582074;0.000860162652314927;100;"Scope 1 +2 (market-based)";13.12;158.23;158.23;28356.31;173658.31;170850.2;"50074-abs-S12M-2017-2050-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";173.7657582074;173.7657582074;13.12;158.23;0.0765684271957981;1;0;173.7657582074;171.35
"News Corp";"United States of America";"Spain";"Print & publishing services";"Services";"Print publishing";2016;20;2030;679477;15830;NA;2017;679477;NA;NA;NA;100;"Scope 3 (upstream & downstream)";3.29;71.51;71.51;26951;183917;183917;"50074-abs-S3-2016-2030-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"KION GROUP AG";"Germany";"Spain";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery";2017;30;2027;194135;194134.62;NA;2017;194134.62;NA;676.633324442596;0.0116179175048737;100;"Scope 1+2 (location-based)";1738.24;517.2;517.2;118071.04;76063.58;76063.58;"50078-abs-S12L-2017-2027-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";2255.44441480866;2255.44441480865;1738.24;517.2;0.770687759372894;1;1578.81109036606;2255.44441480865;2255.44
"KION GROUP AG";"Germany";"Spain";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery";2017;30;2027;37282;37282;NA;2017;37282;NA;NA;NA;100;"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1738.24;517.2;517.2;118071.04;76063.58;76063.58;"50078-abs-S3-2017-2027-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Suntory Beverage & Food";"Japan";"Spain";"Food & beverage processing";"Food, beverage & agriculture";"Non-alcoholic beverages";2015;25;2030;472595;472595;NA;2017;478400;NA;NA;0.100803777190714;99;"Scope 1 +2 (market-based)";9271;17630;17630;135070;131795;131795;"50182-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";47639.3610814457;47639.3610814457;9271;17630;0.344634028474778;1;35729.5208110843;46051.3823787308;48224.5270080378
"Gefco";"France";"Spain";"Intermodal transport & logistics";"Transportation services";"Logistics - transport";2016;2;2017;1800000;1670701;75991;2017;1842788.41;68156.41;45.1590084685023;0.0275789971500044;55;"Scope 1+2 (location-based) +3 (downstream)";942;1274;1274;67962;12389;12389;"52262-abs-S12L3-2016-2017-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";49642.1948700079;2257.95042342511;942;1274;0.425090252707581;0.0454845002187704;2212.79141495661;2212.79141495661;1879.68543714453
"Gefco";"France";"Spain";"Intermodal transport & logistics";"Transportation services";"Logistics - transport";2017;2;2018;2050100;1842788.41;68156.41;2017;1842788.41;68156.41;38.894740042347;0.0256480645033974;100;"Scope 1+2 (location-based) +3 (downstream)";711.05;1037.03;1037.03;55010;13146.41;13146.41;"52262-abs-S12L3-2017-2018-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";52581.097038415;1944.73700211735;711.05;1037.03;0.40676056015743;0.0369854778932542;1905.842262075;1944.73700211735;1748.08
"NN Group NV";"Netherlands";"Spain";"Financial services";"Services";"Insurance";2014;15;2020;25000;NA;12142;2017;25036;11163;NA;0.00962316755103876;100;"Scope 1+2 (market-based) +3 (upstream)";0;107;107;4082;7037;7037;"53612-abs-S12M3-2014-2020-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";240.579188775969;240.579188775969;0;107;0;0.445877935772488;204.492310459574;222.535749617771;107.423419372246
"Sopra Steria Group";"France";"Spain";"Specialized professional services";"Services";"Other professional services";2014;15;2020;18326;NA;NA;2017;9737;NA;NA;0.0121223660827621;90;"Scope 1 +2 (market-based)";9;182;182;1839;13917;13917;"54735-abs-S12M-2014-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";222.154480832699;222.154480832699;9;182;0.0471204188481675;1;188.831308707794;205.492894770246;118.035478547855
"Sopra Steria Group";"France";"Spain";"Specialized professional services";"Services";"Other professional services";2015;21;2025;20456;20456;NA;2017;9737;NA;90.8672232792389;0.021152770005596;100;"Scope 1 +2 (market-based)";44;484;334;4261;21379;13609;"54735-abs-S12M-2015-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";432.701063234472;432.701063234471;44;334;0.116402116402116;1;341.833839955232;414.527618578623;205.964521544488
"Sopra Steria Group";"France";"Spain";"Specialized professional services";"Services";"Other professional services";2015;45;2040;20456;20456;NA;2017;9737;NA;194.715478455512;0.021152770005596;100;"Scope 1 +2 (market-based)";44;484;334;4261;21379;13609;"54735-abs-S12M-2015-2040-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";432.701063234472;432.701063234471;44;334;0.116402116402116;1;237.985584778959;417.12382495803;205.964521544488
"Sopra Steria Group";"France";"Spain";"Specialized professional services";"Services";"Other professional services";2014;15;2020;39449;33562;NA;2017;36653;NA;NA;NA;100;"Scope 3: Business travel";9;182;182;1839;13917;13917;"54735-abs-S3-2014-2020-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Grupo Cooperativo Cajamar";"Spain";"Spain";"Financial services";"Services";"Banks";2014;7.3;2020;493;493;NA;2017;1010;NA;35.989;1;100;"Scope 1";1010;0;0;1010;0;0;"54747-abs-S1-2014-2020-1";"S1";"Scope 1";"S1";"";"absolute";493;493;1010;0;1;1;457.011;475.0055;1010
"Grupo Cooperativo Cajamar";"Spain";"Spain";"Financial services";"Services";"Banks";2016;0;2020;391;883;NA;2017;1010;NA;0;1;100;"Scope 1: The refrigerant gases corresponding to scope 1 have been considered.";1010;0;0;1010;0;0;"54747-abs-S1-2014-2020-2";"S1";"Scope 1";"S1";"";"absolute";391;391;1010;0;1;1;391;391;1010
"Grupo Cooperativo Cajamar";"Spain";"Spain";"Financial services";"Services";"Banks";2014;100;2020;8743;8743;NA;2017;0;NA;NA;NA;100;"Scope 2 (market-based)";1010;0;0;1010;0;0;"54747-abs-S2M-2014-2020-1";"S2M";"Scope 2";"";"S2M";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Grupo Cooperativo Cajamar";"Spain";"Spain";"Financial services";"Services";"Banks";2014;7.66;2020;1254;1254;NA;2017;1158;NA;NA;NA;100;"Scope 3: Business travel";1010;0;0;1010;0;0;"54747-abs-S3-2014-2020-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"TUI Group";"United Kingdom of Great Britain and Northern Ireland";"Spain";"Commercial & consumer services";"Services";"Travel services";2015;20;2020;37687;6889826;6882751;2017;7556749;7551343;87.0728434651325;0.0115639807396781;0.55;"Scope 1+2 (location-based) +3 (downstream)";29474;50118;63494;6443896;438855;475231;"56372-abs-S12L3-2015-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";435.811742136249;435.364217325662;29474;50118;0.370313599356719;0.998973123559289;348.29137386053;400.535079939609;87323.585010703
"3i Group";"United Kingdom of Great Britain and Northern Ireland";"Sweden";"Financial services";"Services";"Asset managers";2017;25;2019;365.8;366;NA;2018;293.4;NA;5.47200819672131;0.0598360655737705;100;"Scope 1 +2 (market-based)";14.6;6.9;7.3;191;769;175;"44-abs-S12M-2017-2019-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";21.8880327868852;21.8880327868852;14.6;7.3;0.666666666666667;1;16.4160245901639;19.1520286885246;17.5559016393443
"Adecco Group AG";"Switzerland";"Sweden";"Commercial & consumer services";"Services";"Commercial services";2012;12;2022;51562;51562;NA;2017;59815;NA;139.68065015624;0.0225748694381262;100;"Scope 1";1164;0;0;51561.76;64523.62;64523.62;"220-abs-S1-2012-2022-1";"S1";"Scope 1";"S1";"";"absolute";1164.00541796866;1164.00541796867;1164;0;1;1;1024.32476781243;1094.16509289055;1350.31581544152
"Adecco Group AG";"Switzerland";"Sweden";"Commercial & consumer services";"Services";"Commercial services";2012;12;2022;45194;29779;NA;2017;69124;NA;NA;NA;100;"Scope 3 (upstream & downstream)";1164;0;0;51561.76;64523.62;64523.62;"220-abs-S3-2012-2022-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"AkzoNobel";"Netherlands";"Sweden";"Chemicals";"Manufacturing";"Specialty chemicals";2008;0;2020;4600000;NA;NA;2017;3355000;NA;0;0.0492697466467958;100;"Scope 1 +2 (market-based)";162000;28000;3300;1490000;2953000;1865000;"462-abs-S12M-2008-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";226640.834575261;226640.834575261;162000;3300;0.980036297640653;1;226640.834575261;226640.834575261;165300
"AkzoNobel";"Netherlands";"Sweden";"Chemicals";"Manufacturing";"Specialty chemicals";2012;100;2050;4700000;4700000;NA;2017;3355000;NA;231567.80923994;0.0492697466467958;100;"Scope 1 +2 (market-based)";162000;28000;3300;1490000;2953000;1865000;"462-abs-S12M-2012-2050-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";231567.80923994;231567.80923994;162000;3300;0.980036297640653;1;0;201098.360655737;165300
"Alten";"France";"Sweden";"Specialized professional services";"Services";"Other professional services";2013;10;2017;11280;5981;NA;2017;3867;NA;NA;NA;62;"Scope 3: Business travel";0;31;31;9692;3164;2070;"638-abs-S3-2013-2017-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Asics Corporation";"Japan";"Sweden";"Accessories";"Apparel";"Accessories manufacture";2015;5;2020;30381;30858;NA;2017;25396;NA;0.29907268861238;0.000196881398645456;100;"Scope 1 +2 (market-based)";5;6;6;4428;23640;20968;"1046-abs-S12M-2015-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";5.9814537722476;5.9814537722476;5;6;0.454545454545455;1;5.68238108363522;5.86182469680265;5
"Asics Corporation";"Japan";"Sweden";"Accessories";"Apparel";"Accessories manufacture";2015;33;2030;30381;30858;NA;2017;25396;NA;1.97387974484171;0.000196881398645456;100;"Scope 1 +2 (market-based)";5;6;6;4428;23640;20968;"1046-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";5.9814537722476;5.98145377224761;5;6;0.454545454545455;1;4.0075740274059;5.71826980626871;5
"Astellas Pharma Inc.";"Japan";"Sweden";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2015;30;2030;222724;226297;NA;2018;206929;NA;45.4705488804536;0.000680521615399232;100;"Scope 1 +2 (market-based)";154;0;0;98500;127797;127797;"1051-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";151.568496268179;151.568496268179;154;0;1;1;106.097947387725;142.474386492088;140.819657352948
"AstraZeneca";"United Kingdom of Great Britain and Northern Ireland";"Sweden";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2015;20;2025;318633;318633;NA;2017;291655;NA;1161.65607197207;0.0182287470533823;100;"Scope 1";6109;11604;88269;335130;300465;348875;"1104-abs-S1-2015-2025-1";"S1";"Scope 1";"S1";"";"absolute";5808.28035986036;5808.28035986035;6109;0;1;1;4646.62428788828;5575.94914546594;5316.50522185421
