"account_id";"company_name";"program_id";"access";"incorporation_country";"sectors";"industries";"activities";"primary_sector";"primary_industry";"primary_activity";"project_year";"Target reference number";"Year target was set";"Target coverage";"Scope(s) (or Scope 3 category)";"Base year";"Covered emissions in base year (metric tons CO2e)";"Covered emissions in base year as % of total base year emissions in selected Scope(s) (or Scope 3 category)";"Target year";"Targeted reduction from base year (%)";"Covered emissions in target year (metric tons CO2e) [auto-calculated]";"Covered emissions in reporting year (metric tons CO2e)";"% of target achieved [auto-calculated]";"Target status in reporting year";"Is this a science-based target?";"Target boundary accuracy";"Possible invalid formulation";"Keyword matches";"duration";"time_complete";"% reduction (annual linear)";"Most recent accounting year";"Most recent accounting year end date";"Base year emissions (100% of scope)";"Base year emissions data source";"access_BYE";"Base year emissions (100% of scope, excl. scope 3)";"Base year emissions data source (excl. scope 3)";"access_Base_excl_scope3";"MRY emissions (100% of scope)";"MRY year emissions data source";"access_MRY_specific";"MRY emissions (100% of scope, excl. scope 3)";"MRY emissions data source (excl. scope 3)";"Anticipated reduction in target year (tCO2e)";"Anticipated reduction in target year, excl. scope 3 (tCO2e)";"flag";"flag_notes";"T_ID";"priority_score";"priority_order";"Global S1";"Global S2M";"Global S2L";"Country/Region";"Country S1";"Country S2L";"Country S2M";"percent_alloc";"Country impact (excl. scope 3)";"Scope_short";"Scope_short_tmp";"percent_alloc_tmp"
16601;"Secom Co., Ltd.";"Investor";"public";"Japan";"Commercial & consumer services, Construction, Electrical & electronic equipment, Financial services, Other services, Specialized professional services";"Infrastructure, Manufacturing, Services";"Commercial services, Electrical equipment, Engineering services, Health care services, Insurance, Other professional services, Residential building construction";"Commercial & consumer services";"Services";"Commercial services";2020;"Abs 2";2014;"Business division";"Scope 1+2 (location-based)";2013;80871.74;36.2;2030;35;52566.631;69939.11;38.6242285800772;"Underway";"No, but we are reporting another target that is science-based";"no assessment";NA;NA;16;0.3125;2.05882352941176;2020;"2020-03-31";NA;"DWH 2013 S1, DWH 2013 S2L";"non public";NA;NA;NA;193407.43;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;28305.109;NA;"-0hb-0za-7f-0zb-7f-0zc-7f-0zd-7f-0wao-0tb-0td-0rcb-0rcb-0rbd-0rcd-0rab-0rce-0rce-2ea-5ad";"Base year emissions check: -0wao: stated base year emissions are 284% higher than calculated base year emissions (DWH 2013 | TOTAL 21080.63922).; Found keyword(s): ????????, ????????????, ??????, ????, ?????, ???????????; Organizational changes: Acquisitions: 0.01% increased in 2019, Acquisitions: 0.01% increased in 2018, Change in methodology: 5.34% decreased in 2017, Change in methodology: 0.76% increase in 2016,  Acquisitions: 38.9% increase in 2016, Change in boundary: 0.66% increase in 2015, Change in boundary: 0.13% increase in 2014";"16601-abs-S12L-2013-2030-1";2.36224390243902;4;62385.8;119004.37;131021.63;"Global";62385.8;131021.63;119004.37;1;NA;"S12L";"S12L";1
16601;"Secom Co., Ltd.";"Investor";"public";"Japan";"Commercial & consumer services, Construction, Electrical & electronic equipment, Financial services, Other services, Specialized professional services";"Infrastructure, Manufacturing, Services";"Commercial services, Electrical equipment, Engineering services, Health care services, Insurance, Other professional services, Residential building construction";"Commercial & consumer services";"Services";"Commercial services";2020;"Abs 3";2014;"Business division";"Scope 1+2 (location-based)";2013;80871.74;36.2;2050;80;16174.348;69939.11;16.8981000037838;"Underway";"No, but we are reporting another target that is science-based";"no assessment";NA;NA;36;0.138888888888889;2.16216216216216;2020;"2020-03-31";NA;"DWH 2013 S1, DWH 2013 S2L";"non public";NA;NA;NA;193407.43;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;64697.392;NA;"-0zb-7f-0zc-7f-0zd-7f-0wao-0tb-0td-0rcb-0rcb-0rbd-0rcd-0rab-0rce-0rce-5ad";"Base year emissions check: -0wao: stated base year emissions are 284% higher than calculated base year emissions (DWH 2013 | TOTAL 21080.63922).; Found keyword(s): ????????, ????????????, ??????, ????, ?????, ???????????; Organizational changes: Acquisitions: 0.01% increased in 2019, Acquisitions: 0.01% increased in 2018, Change in methodology: 5.34% decreased in 2017, Change in methodology: 0.76% increase in 2016,  Acquisitions: 38.9% increase in 2016, Change in boundary: 0.66% increase in 2015, Change in boundary: 0.13% increase in 2014";"16601-abs-S12L-2013-2050-1";2.822;3;62385.8;119004.37;131021.63;"Global";62385.8;131021.63;119004.37;1;NA;"S12L";"S12L";1
16601;"Secom Co., Ltd.";"Investor";"public";"Japan";"Commercial & consumer services, Construction, Electrical & electronic equipment, Financial services, Other services, Specialized professional services";"Infrastructure, Manufacturing, Services";"Commercial services, Electrical equipment, Engineering services, Health care services, Insurance, Other professional services, Residential building construction";"Commercial & consumer services";"Services";"Commercial services";2020;"Abs 4";2019;"Company-wide";"Scope 1+2 (market-based)";2018;168703.31;92;2030;35;109657.1515;166836.52;3.16157739542024;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"no assessment";NA;NA;11;0;2.91666666666667;2020;"2020-03-31";NA;NA;NA;NA;NA;NA;181390.17;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;59046.1585;NA;"-0zd-7f-0tb-0td-0rcb-5ad";"Found keyword(s): ????????, ????????????, ??????, ????, ?????, ???????????; Organizational changes: Acquisitions: 0.01% increased in 2019";"16601-abs-S12M-2018-2030-1";2.92024390243902;2;53061.58;NA;40900.04;"Global";53061.58;40900.04;NA;1;NA;"S12M";"S12M";1
16601;"Secom Co., Ltd.";"Investor";"public";"Japan";"Commercial & consumer services, Construction, Electrical & electronic equipment, Financial services, Other services, Specialized professional services";"Infrastructure, Manufacturing, Services";"Commercial services, Electrical equipment, Engineering services, Health care services, Insurance, Other professional services, Residential building construction";"Commercial & consumer services";"Services";"Commercial services";2020;"Abs 5";2020;"Company-wide";"Scope 1+2 (market-based)";2019;181390.17;100;2050;80;36278.034;181390.17;0;"New";"No, but we are reporting another target that is science-based";"excellent";NA;NA;30;-0.0333333333333333;2.58064516129032;2020;"2020-03-31";181198.1;"C6 2019 S1, C6 2019 S2M";"public";NA;NA;NA;181390.17;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;145112.136;NA;"-0cb-0zd-7f-0vm-0tb-0td-5aa";"Base year emissions check: -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2019 | TOTAL 181198.1).; Found keyword(s): ????????, ????????????, ??????, ????, ?????, ???????????";"16601-abs-S12M-2019-2050-1";3.46;1;62385.8;119004.37;131021.63;"Global";62385.8;131021.63;119004.37;1;NA;"S12M";"S12M";1
16645;"SEKISUI CHEMICAL CO.,LTD.";"Investor";"public";"Japan";"Chemicals, Construction, Electrical & electronic equipment";"Infrastructure, Manufacturing, Materials";"Electronic components, Other base chemicals, Residential building construction, Transportation infrastructure & other construction";"Construction";"Infrastructure";"Residential building construction";2020;"Abs 1";2017;"Company-wide";"Scope 1+2 (market-based)";2013;894379;100;2030;26;661840.46;848597.23;19.6878203501235;"Underway";"Yes, this target has been approved as science-based by the Science-Based Targets initiative";"no assessment";NA;NA;13;0.153846153846154;1.52941176470588;2020;"2020-03-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;232538.54;NA;"-0zb-7f-0zc-7f-0zd-7f-0rcb-0rcb-0rca-0rcb-0rca-0rea-0rce-0rea-5ad";"Organizational changes: Acquisitions: 0.03% increased in 2019, Acquisitions: 1.77% increased in 2018, Divestment: 0.5% decreased in 2017,  Acquisitions: 2.28% increased in 2017, Divestment: 0.12% decrease in 2016,  Other: 5.57% increase in 2016,  Change in boundary: 1.79% increase in 2016, Other: 7.44% increase in 2014";"16645-abs-S12M-2013-2030-1";2.91024390243902;3;155323.2;NA;631450.88;"Global";155323.2;631450.88;NA;1;NA;"S12M";"S12M";1
16645;"SEKISUI CHEMICAL CO.,LTD.";"Investor";"public";"Japan";"Chemicals, Construction, Electrical & electronic equipment";"Infrastructure, Manufacturing, Materials";"Electronic components, Other base chemicals, Residential building construction, Transportation infrastructure & other construction";"Construction";"Infrastructure";"Residential building construction";2020;"Abs 3";2016;"Company-wide";"Other, please specify: Scope1+2 (market-based) +3";2013;942158;100;2030;26;697196.92;884326.58;23.6084115893023;"Underway";"No, but we are reporting another target that is science-based";"no assessment";NA;NA;14;0.214285714285714;1.52941176470588;2020;"2020-03-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;244961.08;NA;"-0hb-0zb-7f-0zc-7f-0zd-7f-0rcb-0rcb-0rca-0rcb-0rca-0rea-0rce-0rea-2ea-5ad";"Organizational changes: Acquisitions: 0.03% increased in 2019, Acquisitions: 1.77% increased in 2018, Divestment: 0.5% decreased in 2017,  Acquisitions: 2.28% increased in 2017, Divestment: 0.12% decrease in 2016,  Other: 5.57% increase in 2016,  Change in boundary: 1.79% increase in 2016, Other: 7.44% increase in 2014";"16645-abs-S12M3-2013-2030-1";3.25024390243902;1;155323.2;NA;631450.88;"Global";155323.2;631450.88;NA;1;NA;"S12M3";"S12M";1
16650;"Sekisui House, Ltd.";"Investor";"public";"Japan";"Construction, Land & property ownership & development, Other services";"Infrastructure, Services";"Real estate owners & developers, Real estate services, Residential building construction";"Construction";"Infrastructure";"Residential building construction";2020;"Abs 1";2016;"Company-wide";"Scope 1+2 (market-based)";2013;176164;100;2030;50;88082;121722;61.8083149792239;"Revised";"Yes, this target has been approved as science-based by the Science-Based Targets initiative";"no assessment";NA;NA;14;0.214285714285714;2.94117647058824;2020;"2020-01-31";NA;NA;NA;NA;NA;NA;121381.946;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;88082;NA;"-0zb-7ga-0zc-7ga-0zd-7f-0td-0rec-0rec-0rad-0rec-0rce-0rec-5ad";"Found keyword(s): ??·??, ????, ??; Organizational changes: Other: 3.17% decreased in 2019, Other: 4.34% decreased in 2018, Change in methodology: 40.81% increased in 2017, Other: 1% increase in 2016, Change in boundary: 1.2% increase in 2015,  Other: 1.6% increase in 2015";"16650-abs-S12M-2013-2030-1";3.15024390243902;1;70574.108;50807.838;55312.249;"Global";70574.108;55312.249;50807.838;1;NA;"S12M";"S12M";1
16652;"Sempra Energy";"Investor";"public";"United States of America";"Energy utility networks, Oil & gas storage & transportation, Renewable power generation, Thermal power generation";"Fossil Fuels, Infrastructure, Power generation";"CCGT generation, Electricity networks, Gas utilities, Oil & gas pipelines & storage, Other renewable generation";"Energy utility networks";"Infrastructure";"Electricity networks";2020;"Abs 2";2019;"Business activity";"Scope 1";2015;1395683;23.2;2030;40;837409.8;1137277;46.2866567838112;"New";"No, but we anticipate setting one in the next 2 years";"no assessment";NA;"annual";11;0;2.66666666666667;2019;"2019-12-31";8239049;"DWH 2016 S1";"public";NA;NA;NA;5217660;"C6 2020 S1";"public";NA;NA;558273.2;NA;"-0ma-0e-0e-0fa-0zd-7f-0wboq-0rcd-0rca-0rcb-0rad-0rcb-0reb-0rba-5ad";"Base year emissions check: -0wboq: stated base year emissions are 27% lower than calculated base year emissions (DWH 2016 | TOTAL 1911459.368).; Organizational changes: Change in methodology: 4.9% decreased in 2019,  Divestment: 4.8% decreased in 2019, Acquisitions: 3.0% increased in 2018,  Change in methodology: 6.0% increased in 2018, Acquisitions: 0.01% increased in 2017, Other: 25% decrease in 2016,  Divestment: 5% decrease in 2016";"16652-abs-S1-2015-2030-1";1.95224390243902;1;5217660;NA;220585.79;"Global";5217660;220585.79;NA;1;NA;"S1";"S1";1
16672;"Serco Group";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"IT & software development, Specialized professional services";"Services";"IT services, Other professional services";"IT & software development";"Services";"IT services";2020;"Abs 1";2019;"Company-wide";"Scope 1+2 (location-based)";2019;266894;100;2020;6;250880.36;266894;0;"New";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"good";NA;NA;1;0;6;2019;"2019-09-30";352375;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;NA;352375;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;16013.64;NA;"-0ab-0aa-0cb-0e-0fb-0fb-0zd-7f-0wbkq-2ak-2fakq-5ab";"Base year emissions check: -0wbkq: stated base year emissions are 24% lower than calculated base year emissions (C5.1 2020 | TOTAL 352375).";"16672-abs-S12L-2019-2020-1";2.70536585365854;3;181413;81583;85481;"Global";181413;85481;81583;1;NA;"S12L";"S12L";1
16672;"Serco Group";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"IT & software development, Specialized professional services";"Services";"IT services, Other professional services";"IT & software development";"Services";"IT services";2020;"Abs 2";2019;"Company-wide";"Scope 1+2 (location-based)";2019;266894;100;2025;22;208177.32;266894;0;"New";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"good";NA;NA;6;0;3.66666666666667;2019;"2019-09-30";352375;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;NA;352375;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;58716.68;NA;"-0cb-0fa-0e-0fb-0zd-7f-0wbkq-2ak-2fakq-5ab";"Base year emissions check: -0wbkq: stated base year emissions are 24% lower than calculated base year emissions (C5.1 2020 | TOTAL 352375).";"16672-abs-S12L-2019-2025-1";2.86780487804878;2;181413;81583;85481;"Global";181413;85481;81583;1;NA;"S12L";"S12L";1
16672;"Serco Group";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"IT & software development, Specialized professional services";"Services";"IT services, Other professional services";"IT & software development";"Services";"IT services";2020;"Abs 3";2019;"Company-wide";"Scope 1+2 (location-based)";2019;266894;100;2030;38;165474.28;266894;0;"New";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"good";NA;NA;11;0;3.45454545454545;2019;"2019-09-30";352375;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;NA;352375;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;101419.72;NA;"-0cb-0fa-0fa-0e-0zd-7f-0wbkq-2ak-2fakq-5ab";"Base year emissions check: -0wbkq: stated base year emissions are 24% lower than calculated base year emissions (C5.1 2020 | TOTAL 352375).";"16672-abs-S12L-2019-2030-1";3.03024390243902;1;181413;81583;85481;"Global";181413;85481;81583;1;NA;"S12L";"S12L";1
16722;"Severn Trent";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Construction, Non-energy utilities";"Infrastructure";"Utility line construction, Water supply networks";"Non-energy utilities";"Infrastructure";"Water supply networks";2020;"Abs 2";2019;"Company-wide";"Scope 1+2 (market-based)";2019;259987;100;2030;25;194990.25;NA;NA;"New";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"no assessment";NA;NA;11;0;2.27272727272727;2020;"2020-03-31";NA;NA;NA;NA;NA;NA;319865;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;64996.75;NA;"-6c-0e-0zc-7gb-0zd-7f-6fm-5ad";"Missing info: % of target achieved [auto-calculated]";"16722-abs-S12M-2019-2030-1";2.90024390243902;1;156014;163851;199635;"Global";156014;199635;163851;1;NA;"S12M";"S12M";1
16728;"Seven & I Holdings Co., Ltd.";"Investor";"public";"Japan";"Bars, hotels & restaurants, Commercial & consumer services, Convenience retail, Discretionary retail, Financial services";"Hospitality, Retail, Services";"Banks, Commercial services, Department stores, Discretionary delivery retail, Food & beverage amenities, Hypermarkets & superstores, Supermarkets, food & drugstores";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2020;"Abs 1";2018;"Other, please specify: CO2 emissions from store operation of main 12 operating companies in Japan (97% of Group sales in Japan)";"Scope 1+2 (market-based)";2013;2600615;68;2030;30;1820430.5;2286121;40.3102086749993;"Underway";"No, but we anticipate setting one in the next 2 years";"no assessment";NA;"Japan (breakdown matches)";12;0;1.76470588235294;2019;"2019-03-31";NA;NA;NA;NA;NA;NA;3366528.66;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;780184.5;NA;"-0fb-0zc-7f-0zd-7f-0ta-0rce-0rab-0rcd-0rcd-0rcd-5ad";"Found keyword(s): Japan; Organizational changes: Change in boundary: 0.49% increased in 2018,  Acquisitions: 6.4% increased in 2018,  Change in methodology: 3.12% decreased in 2018, Change in methodology: 3.87% decreased in 2017, Change in methodology: 4.68% decrease in 2015";"16728-abs-S12M-2013-2030-1";2.63024390243902;2;146246;3220282.66;3178788;"Global";146246;3178788;3220282.66;1;NA;"S12M";"S12M";1
16728;"Seven & I Holdings Co., Ltd.";"Investor";"public";"Japan";"Bars, hotels & restaurants, Commercial & consumer services, Convenience retail, Discretionary retail, Financial services";"Hospitality, Retail, Services";"Banks, Commercial services, Department stores, Discretionary delivery retail, Food & beverage amenities, Hypermarkets & superstores, Supermarkets, food & drugstores";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2020;"Abs 2";2018;"Other, please specify";"Scope 1+2 (market-based)";2013;2600615;68;2050;80;520123;2286121;15.1163282531247;"Underway";"No, but we anticipate setting one in the next 2 years";"no assessment";NA;"Japan (breakdown matches)";32;0;2.16216216216216;2019;"2019-03-31";NA;NA;NA;NA;NA;NA;3366528.66;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;2080492;NA;"-0zd-7f-0ta-0rce-0rab-0rcd-0rcd-0rcd-5ad";"Found keyword(s): Japan; Organizational changes: Change in boundary: 0.49% increased in 2018,  Acquisitions: 6.4% increased in 2018,  Change in methodology: 3.12% decreased in 2018, Change in methodology: 3.87% decreased in 2017, Change in methodology: 4.68% decrease in 2015";"16728-abs-S12M-2013-2050-1";3.14;1;146246;3220282.66;3178788;"Global";146246;3178788;3220282.66;1;NA;"S12M";"S12M";1
16735;"Severfield";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Construction";"Infrastructure";"Building sub-contractors";"Construction";"Infrastructure";"Building sub-contractors";2020;"Abs 2";2019;"Company-wide";"Scope 1+2 (market-based)";2019;9779.81;100;2040;100;0;8343;14.6915942129755;"New";"No, but we are reporting another target that is science-based";"excellent";NA;NA;21;0;4.76190476190476;2020;"2020-03-31";NA;"C6 2019 S1, C6 2019 S2M";"non public";NA;NA;NA;8343;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;9779.81;NA;"-0cd-0zd-7f-0vm-5aa";"Base year emissions check: -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2019 | TOTAL 9779.81).";"16735-abs-S12M-2019-2040-1";3.65512195121951;1;5637.45;2705.55;3695.91;"Global";5637.45;3695.91;2705.55;1;NA;"S12M";"S12M";1
16735;"Severfield";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Construction";"Infrastructure";"Building sub-contractors";"Construction";"Infrastructure";"Building sub-contractors";2020;"Abs 3";2019;"Company-wide";"Scope 1+2 (market-based)";2019;9779.81;100;2025;25.2;7315.29788;8343;58.2999770356171;"New";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;6;0;4.2;2020;"2020-03-31";NA;"C6 2019 S1, C6 2019 S2M";"non public";NA;NA;NA;8343;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;2464.51212;NA;"-0fa-0da-0db-0zd-7f-0vm-5aa";"Base year emissions check: -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2019 | TOTAL 9779.81).";"16735-abs-S12M-2019-2025-1";2.89980487804878;2;5637.45;2705.55;3695.91;"Global";5637.45;3695.91;2705.55;1;NA;"S12M";"S12M";1
16751;"SGS Société Générale de Surveillance SA";"Investor";"public";"Switzerland";"Commercial & consumer services, Industrial support services, Specialized professional services";"Services";"Commercial services, Energy services & equipment, Mining & metals support services, Other professional services";"Specialized professional services";"Services";"Other professional services";2020;"Abs 1";2014;"Company-wide";"Other, please specify: Scope 1 + 2 (market based) + Scope 3 (business travel)";2014;214083;100;2025;21.5;168055.155;159847.93;117.83099990886;"Achieved";"No, but we are reporting another target that is science-based";"good";NA;NA;11;0.454545454545455;1.95454545454545;2019;"2019-12-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;46027.845;NA;"-0ca-0e-0fb-0da-0db-0zb-7gb-0zc-7ga-0zd-7f-0wakq-0rcb-0rca-0rcb-0rcb-0rab-0rcd-0rcb-2ak-7h-2fakq-5ab";"Base year emissions check: -0wakq: stated base year emissions are 16% higher than calculated base year emissions (C5.1 2020 | TOTAL 185305).; Organizational changes: Acquisitions: 0.2% increased in 2019,  Divestment: 2.5% decreased in 2019, Acquisitions: 0.7% increased in 2018, Acquisitions: 1.2% increased in 2017, Acquisitions: 11.81% increase in 2016, Change in methodology: 1% increase in 2015,  Acquisitions: 2.86% increase in 2015";"16751-abs-S12M3-2014-2025-1";3.20280487804878;2;113443;16758;215752;"Global";113443;215752;16758;1;NA;"S12M3";"S12M";1
16751;"SGS Société Générale de Surveillance SA";"Investor";"public";"Switzerland";"Commercial & consumer services, Industrial support services, Specialized professional services";"Services";"Commercial services, Energy services & equipment, Mining & metals support services, Other professional services";"Specialized professional services";"Services";"Other professional services";2020;"Abs 2";2014;"Company-wide";"Other, please specify: Scope1+2(market based)+3.Business travel";2014;214083;100;2030;27.3;155638.341;159847.93;92.7973076205304;"Underway";"No, but we are reporting another target that is science-based";"good";NA;NA;16;0.3125;1.70625;2019;"2019-12-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58444.659;NA;"-0fa-0fa-0da-0db-0zb-7gb-0zc-7ga-0zd-7f-0wakq-0rcb-0rca-0rcb-0rcb-0rab-0rcd-0rcb-2ak-2fakq-5ab";"Base year emissions check: -0wakq: stated base year emissions are 16% higher than calculated base year emissions (C5.1 2020 | TOTAL 185305).; Organizational changes: Acquisitions: 0.2% increased in 2019,  Divestment: 2.5% decreased in 2019, Acquisitions: 0.7% increased in 2018, Acquisitions: 1.2% increased in 2017, Acquisitions: 11.81% increase in 2016, Change in methodology: 1% increase in 2015,  Acquisitions: 2.86% increase in 2015";"16751-abs-S12M3-2014-2030-1";3.26324390243902;1;113443;16758;215752;"Global";113443;215752;16758;1;NA;"S12M3";"S12M";1
