"nr_countries";"account_id";"company_name";"Scope(s) (or Scope 3 category)";"Base year";"Target year";"Target coverage";"Targeted reduction from base year (%)";"BY_covered";"BY_100";"BY_100_excl_scope3";"MRY_100";"MRY_100_scope3"
1;1680;"Bendigo and Adelaide Bank";"Scope 1+2 (location-based) +3 (upstream & downstream)";2017;2020;"Company-wide";0.65;35229;33849.45;27737.99;28279.99;22844.78
2;1681;"Benesse Holdings, Inc.";"Scope 1+2 (market-based)";2018;2019;"Company-wide";2.5;15194;15194;0;12780;0
2;1681;"Benesse Holdings, Inc.";"Scope 1+2 (market-based)";2018;2030;"Company-wide";32.5;15194;15194;0;12780;0
2;1681;"Benesse Holdings, Inc.";"Scope 1+2 (market-based)";2018;2050;"Company-wide";82.5;15194;15194;0;12780;0
2;1681;"Benesse Holdings, Inc.";"Scope 3 (upstream & downstream)";2018;2019;"Company-wide";1.23;15748838;15748820.62;0;14322014;0
2;1681;"Benesse Holdings, Inc.";"Scope 3 (upstream & downstream)";2018;2030;"Company-wide";16;15748838;15748820.62;0;14322014;0
2;1681;"Benesse Holdings, Inc.";"Scope 3 (upstream & downstream)";2018;2050;"Company-wide";40.6;15748838;15748820.62;0;14322014;0
3;1693;"Best Buy Co., Inc.";"Scope 1+2 (market-based)";2009;2020;"Country/region";60;3095118;3095088;0;1369248;0
3;1693;"Best Buy Co., Inc.";"Scope 1+2 (market-based)";2017;2030;"Country/region";50;1504056;1504056;0;1369248;0
3;1693;"Best Buy Co., Inc.";"Scope 1+2 (market-based)";2017;2050;"Country/region";100;1504056;1504056;0;1369248;0
3;1693;"Best Buy Co., Inc.";"Scope 3: Use of sold products";2017;2030;"Country/region";20;65673975;52524300;0;65465757;0
3;1808;"BHP";"Scope 1+2 (market-based)";2017;2022;"Company-wide";0;48900000;48900000;0;47436000;0
3;1808;"BHP";"Scope 1+2 (market-based)";2017;2050;"Company-wide";100;48900000;48900000;0;47436000;0
3;1808;"BHP";"Scope 1+2 (market-based)";2020;2030;"Company-wide";30;47400000;0;0;47436000;0
1;1823;"Big Yellow Group";"Scope 1+2 (location-based)";2011;2020;"Company-wide";34;6487;6880;0;2570.7;0
1;1823;"Big Yellow Group";"Scope 1+2 (location-based)";2011;2050;"Company-wide";80;6879;6880;0;2570.7;0
1;1823;"Big Yellow Group";NA;2011;2025;"Other, please specify: We are currently assessing if we can include up and/ or downstream emissions into a net zero carbon target and if yes, what timeframes we can commit to.We are evaluating b";100;6487;0;0;0;0
1;1852;"Biocon";"Scope 1";2018;2020;"Company-wide";5;57102;57102;0;41948;0
1;1852;"Biocon";"Scope 2 (location-based)";2018;2020;"Company-wide";5;145300;145300;0;133110;0
32;1857;"Biogen Inc.";"Scope 1+2 (market-based) +3 (upstream & downstream)";2013;2030;"Company-wide";35;12137216;0;3144256;15733568;2148384
34;1875;"BlackRock";"Scope 1+2 (location-based)";2014;2020;"Company-wide";30;1128433.14;1128433.14;0;882572;0
7;1884;"Bloomberg";"Other, please specify: Scope 1 + Scope 2 (Mkt Based) + Scope 3";2007;2020;"Company-wide";20;1310799;0;0;0;0
7;1884;"Bloomberg";"Scope 2 (market-based)";2007;2020;"Company-wide";35;714588;714590.73;0;371393.26;0
7;1884;"Bloomberg";"Scope 2 (market-based)";2010;2025;"Company-wide";100;656950;0;0;371393.26;0
7;1884;"Bloomberg";"Scope 2 (market-based)";2010;2050;"Company-wide";100;656950;0;0;371393.26;0
9;1932;"BMW AG";"Scope 1+2 (market-based)";2015;2020;"Company-wide";20;11407365;0;0;8503497;0
9;1932;"BMW AG";"Scope 1+2 (market-based)";2015;2050;"Company-wide";100;12960000;0;0;8503497;0
21;1962;"Bodycote plc";"Scope 1";2018;2019;"Company-wide";5;3045000;3045000;0;2994600;0
21;1962;"Bodycote plc";"Scope 2 (location-based)";2018;2019;"Company-wide";5;3893400;3893400;0;3666978;0
13;2017;"Boeing Company";"Scope 1+2 (market-based)";2017;2025;"Company-wide";25;13052000;18265000;0;17498000;0
6;2095;"Boston Scientific Corporation";"Scope 1+2 (location-based)";2009;2019;"Other, please specify: All manufacturing operations and tier 1 distribution sites";35;965034;965034;0;744744;0
6;2095;"Boston Scientific Corporation";"Scope 1+2 (market-based)";2016;2030;"Other, please specify: Emissions from all manufacturing sites and tier 1 distribution sites";100;652164;652164;0;574680;0
10;2096;"Bouygues";"Scope 1+2 (location-based) +3 (upstream)";2015;2030;"Business division";20;29985760;158195820;23811680;173840000;24610000
4;2135;"Braskem S/A";"Scope 1+2 (location-based)";2008;2021;"Company-wide";24.2;50763670.88;50763670.88;0;42596920.16;0
4;2135;"Braskem S/A";"Scope 1+2 (location-based)";2008;2024;"Company-wide";28.85;50763670.88;50763670.88;0;42596920.16;0
2;2156;"Bridgestone Corporation";"Scope 1+2 (market-based)";2011;2030;"Company-wide";50;9168982;0;0;7890604;0
2;2156;"Bridgestone Corporation";"Scope 1+2 (market-based)";2011;2050;"Company-wide";100;9168982;0;0;7890604;0
27;2156;"Bridgestone Corporation";"Scope 3 (upstream & downstream)";2020;2030;"Company-wide";NA;0;0;0;3282266070;0
13;2191;"Bristol-Myers Squibb";"Scope 1+2 (market-based)";2015;2020;"Company-wide";5;4929388.88;4929388.828;0;3904542.681;0
30;2269;"British American Tobacco";"Scope 1+2 (market-based)";2017;2025;"Company-wide";30;25927710;25927710;0;23471820;0
30;2269;"British American Tobacco";"Scope 3: Purchased goods & services";2017;2030;"Company-wide";16;172766700;0;0;146885628;0
3;2280;"Britvic";"Scope 1+2 (market-based)";2017;2025;"Company-wide";50;164531.16;162657;0;114753.6;0
3;2280;"Britvic";"Scope 3 (upstream & downstream)";2017;2025;"Company-wide";35;2430447;306879;0;2184756.9;0
15;2326;"Broadridge Financial Solutions Inc";"Scope 1+2 (location-based)";2019;2025;"Company-wide";15;825015;825015;0;804330;0
42;2335;"Brother Industries, Ltd.";"Other, please specify: Product-related Scope 3 (Category 1, 11, 12)";2015;2030;"Company-wide";30;113448320.58;0;0;0;0
42;2335;"Brother Industries, Ltd.";"Scope 1+2 (market-based)";2015;2030;"Company-wide";30;8417885.7;0;0;5235182.778;0
1;2348;"BRQ IT Service";"Scope 3: Business travel";2016;2018;"Company-wide";5;163;0;0;108;0
4;2354;"Brown-Forman Corporation";"Scope 1+2 (market-based) +3 (upstream)";2012;2023;"Company-wide";15;648660;0;672048;826292;801756
19;2377;"BT Group";"Scope 1+2 (market-based)";2017;2045;"Company-wide";100;7690820;7690839;0;4621066;0
19;2377;"BT Group";"Scope 3 (upstream)";2017;2030;"Other, please specify: Supply Chain";42;62767982;72490510;0;56432052;0
19;2377;"BT Group";"Scope 3 (upstream)";2017;2045;"Other, please specify: Supply Chain";100;61330461;72490510;0;56432052;0
33;2414;"Burberry Group";"Other, please specify: Scope 3, purchased goods and services, business travel and waste";2016;2030;"Other, please specify: Purchased goods and services, Business Travel and Waste";30;5841000;0;0;0;0
33;2414;"Burberry Group";"Scope 1+2 (market-based)";2016;2022;"Company-wide";95;808632;1403424;0;171831;0
2;2455;"Butterball";"Scope 1";2018;2022;"Company-wide";1.5;47497;94994;0;97584;0
2;2455;"Butterball";"Scope 2 (location-based)";2018;2022;"Company-wide";1.5;109380;218760;0;236864;0
4;2520;"C&C GROUP PLC";"Scope 1+2 (market-based)";2019;2022;"Site/facility";10;103612;152368;0;130988;0
5;2588;"Caixa Geral de Depósitos";"Scope 1+2 (market-based)";2015;2021;"Country/region";43;209160;218220;0;122926.5;0
2;2611;"Campbell Soup Company";"Scope 1+2 (location-based)";2017;2025;"Company-wide";25;1374840;1374840;0;1298268;0
3;2670;"Canadian Tire Corporation, Limited";"Scope 1+2 (location-based) +3 (upstream & downstream)";2011;2022;"Company-wide";22;798744;14249892;273408;12120363;272616
3;2670;"Canadian Tire Corporation, Limited";"Scope 3: Upstream transportation & distribution";2011;2022;"Company-wide";0;855612;1221522;0;910026;0
6;2688;"Canon Inc.";"Other, please specify: Scope 1+2(market-based), Scope3(Purchased goods and services /Upstream transportation and distribution / Use of sold products)";2008;2030;"Company-wide";50;41130000;0;0;0;0
4;2688;"Canon Inc.";"Scope 1+2 (market-based)";2018;2019;"Company-wide";1.2;4363964;4504636;0;4165944;0
5;2695;"Capital One Financial";"Scope 1+2 (market-based)";2017;2019;"Company-wide";100;58595;58870;0;48150;0
5;2695;"Capital One Financial";"Scope 3: Business travel";2017;2019;"Company-wide";100;311700;311703.2;0;187500;0
45;2697;"Capgemini SE";"Scope 1+2 (location-based)";2015;2030;"Company-wide";30;7057665;9348165;0;6967946.07;0
45;2697;"Capgemini SE";"Scope 3: Business travel";2015;2030;"Business activity";40;13945635;8110205.1;0;13232662.56;0
29;2797;"Carlsberg Breweries A/S";"Scope 1+2 (market-based)";2015;2030;"Company-wide";100;24534000;24166541;0;18145938;0
53;2802;"Cargill";"Scope 1+2 (market-based)";2017;2025;"Company-wide";10;655981000;655959641;0;0;0
9;2880;"Carrefour";"Scope 1+2 (location-based)";2019;2030;"Site/facility";30;16496878.41;16496878.41;0;16496878.41;0
9;2880;"Carrefour";"Scope 1+2 (location-based)";2019;2040;"Site/facility";55;16496878.41;16496878.41;0;16496878.41;0
9;2880;"Carrefour";"Scope 1+2 (location-based) +3 (downstream)";2010;2025;"Company-wide";40;30383241.03;0;27130032.99;215889196.41;16496878.41
9;2880;"Carrefour";"Scope 1+2 (location-based) +3 (downstream)";2010;2050;"Company-wide";70;30383241.03;0;27130032.99;215889196.41;16496878.41
9;2880;"Carrefour";"Scope 3: Downstream transportation and distribution";2010;2025;"Company-wide";30;3253200.12;0;0;2995884;0
9;2880;"Carrefour";"Scope 3: Downstream transportation and distribution";2019;2030;"Business activity";20;2995884;2995884;0;2995884;0
9;2880;"Carrefour";"Scope 3: Purchased goods & services";2019;2030;"Product-level";30;642343185;642343185;0;642343185;0
9;2880;"Carrefour";"Scope 3: Use of sold products";2019;2030;"Product-level";25;151215462;151215462;0;151215462;0
54;2885;"CBRE Group, Inc.";"Scope 1";2016;2026;"Company-wide";20;3424356;3424356;0;3173580;0
54;2885;"CBRE Group, Inc.";"Scope 2 (location-based)";2015;2025;"Company-wide";30;1833246;1833246;0;1513080;0
54;2885;"CBRE Group, Inc.";"Scope 2 (location-based)";2015;2035;"Company-wide";50;1833246;1833246;0;1513080;0
5;2906;"Casino Guichard-Perrachon";"Scope 1+2 (location-based)";2015;2025;"Company-wide";18;8200000;8200000;0;7760000;0
5;2906;"Casino Guichard-Perrachon";"Scope 3 (upstream & downstream)";2018;2025;"Company-wide";10;100500000;143850000;0;114750000;0
20;2908;"Casio Computer Co., Ltd.";"Scope 1+2 (location-based)";2013;2018;"Company-wide";7.95;785955.2;884970;0;641803.6;0
20;2908;"Casio Computer Co., Ltd.";"Scope 1+2 (location-based)";2013;2030;"Company-wide";26;785955.2;884970;0;641803.6;0
20;2908;"Casio Computer Co., Ltd.";"Scope 1+2 (location-based)";2013;2050;"Company-wide";80;785955.2;884970;0;641803.6;0
2;2913;"Castellum";"Scope 1+2 (market-based)";2017;2030;"Company-wide";100;14510;14510;0;12444;0
2;2913;"Castellum";"Scope 3 (upstream & downstream)";2017;2030;"Company-wide";100;649612;7383680;0;538772;0
11;2914;"Catalent, Inc.";"Scope 1+2 (location-based)";2018;2023;"Company-wide";15;2189000;2024572;0;2173017;0
3;2985;"Celestica Inc.";"Scope 1+2 (market-based)";2012;2020;"Company-wide";30;614652;614652;0;235368;0
13;2985;"Celestica Inc.";"Scope 1+2 (market-based)";2018;2025;"Company-wide";30;2392312;2392312;0;1019928;0
13;2985;"Celestica Inc.";"Scope 3 (upstream & downstream)";2018;2025;"Company-wide";10;4238819;5803343;0;19923111;0
1;3010;"Centrais Eletricas Brasileiras S/A (ELETROBRAS)";"Scope 1";2018;2023;"Company-wide";5;5350290;5350290;0;5227207;0
1;3010;"Centrais Eletricas Brasileiras S/A (ELETROBRAS)";"Scope 2 (market-based)";2018;2023;"Company-wide";5;670337;0;0;659298;0
5;3042;"Centrica";"Other, please specify: Other: Scope 1+2 (location-based) + 3 (business travel)";2015;2025;"Company-wide";35;452705;0;0;0;0
5;3042;"Centrica";"Scope 1+2 (location-based)";2015;2030;"Company-wide";28;10416135;10057540.195;0;11405972.195;0
5;3042;"Centrica";"Scope 1+2 (location-based)";2015;2050;"Company-wide";96;10416135;10057540.195;0;11405972.195;0
3;3062;"Cermaq Group ASA";"Scope 1+2 (location-based)";2018;2019;"Company-wide";2.5;283035;283035;0;297210;0
21;3097;"CGI Group Inc.";"Scope 1+2 (location-based)";2008;2020;"Country/region";50;232911;0;0;1720404;0
21;3097;"CGI Group Inc.";"Scope 3: Business travel";2010;2020;"Country/region";80;101472;0;0;725277;0
24;3097;"CGI Group Inc.";"Scope 3: Business travel";2014;2030;"Country/region";80;78120;0;0;828888;0
1;3133;"Charles Schwab Corporation";"Scope 1+2 (location-based)";2018;2019;"Company-wide";1;53808;53809;0;57238;0
15;3153;"Samsung C&T";"Scope 1+2 (location-based) +3 (upstream)";2014;2030;"Company-wide";33.6;7333230;0;5229435;6629437.5;3635655
15;3153;"Samsung C&T";"Scope 1+2 (location-based) +3 (upstream)";2014;2040;"Company-wide";54.6;7333230;0;5229435;6629437.5;3635655
2;3193;"Innolux Corporation";"Scope 2 (location-based)";2020;2025;"Site/facility";4.9;5555822.08;0;0;6326828.48;0
2;3193;"Innolux Corporation";"Scope 3: Purchased goods & services";2019;2020;"Product-level";0;200;3046706;0;3046706;0
1;3207;"China Development Financial Holdings";"Scope 1+2 (location-based)";2016;2019;"Company-wide";2;22973.23;22973.23;0;22898.92;0
2;3229;"China Mobile";"Scope 1";2015;2020;"Company-wide";10;776258;776258;0;559364;0
2;3229;"China Mobile";"Scope 1+2 (location-based)";2015;2030;"Company-wide";27.5;31402066;31402066;0;34631114;0
2;3229;"China Mobile";"Scope 1+2 (location-based)";2015;2035;"Company-wide";35;31402066;31402066;0;34631114;0
2;3229;"China Mobile";"Scope 1+2 (location-based)";2015;2040;"Company-wide";42;31402066;31402066;0;34631114;0
2;3229;"China Mobile";"Scope 2 (location-based)";2015;2020;"Site/facility";5;30625808;30625808;0;34071750;0
1;3242;"China Petroleum & Chemical Corporation";"Scope 1+2 (location-based)";2017;2023;"Company-wide";NA;162660000;162660000;0;215700000;0
1;3249;"China Shenhua Energy";"Scope 1+2 (location-based)";2018;2030;"Business division";NA;108471269;0;0;112002244;0
1;3249;"China Shenhua Energy";"Scope 1+2 (market-based)";2018;2030;"Business activity";NA;250660000;0;0;112002244;0
1;3253;"China Steel Corporation";"Scope 1+2 (market-based)";2005;2030;"Company-wide";20;20401443;0;0;21533598.599;0
1;3253;"China Steel Corporation";"Scope 1+2 (market-based)";2005;2050;"Company-wide";50;20401443;0;0;21533598.599;0
1;3285;"Companhia Energetica Minas Gerais - CEMIG";"Scope 1+2 (location-based)";2017;2022;"Company-wide";14;713262;713262;0;650456.9;0
1;3310;"Cia. Brasileira de Distribuicao (CBD) Grupo Pao de Acucar";"Scope 1+2 (location-based) +3 (upstream)";2015;2025;"Business division";18;757164;828131;695093;852635.598;21650580
1;3320;"Chunghwa Telecom";"Scope 1+2 (location-based)";2017;2023;"Company-wide";10;832987.46;832987.46;0;823751.087;0
8;3323;"Church & Dwight Co., Inc";"Scope 1+2 (location-based)";2018;2019;"Company-wide";0;1325922.4;1345848;0;1325576;0
5;3329;"Cisco Systems, Inc.";"Scope 1+2 (market-based)";2007;2022;"Company-wide";60;2253665;2253665;0;1143045;0
2;3329;"Cisco Systems, Inc.";"Scope 3: Use of sold products";2016;2022;"Product-level";13;52466036;66933164;0;49858348;0
17;3347;"CIE Automotive";"Scope 1";2017;2025;"Company-wide";5;1530629;1515567;0;1633173;0
17;3347;"CIE Automotive";"Scope 2 (location-based)";2017;2025;"Company-wide";5;7805295;7805278;0;8529019;0
16;3347;"CIE Automotive";"Scope 2 (market-based)";2018;2025;"Company-wide";25;5842816;5842816;0;5688192;0
8;3352;"Cigna";"Scope 1+2 (location-based)";2013;2020;"Company-wide";20;661664;700888;0;1090568;0
4;3387;"Citycon Oyj";"Scope 1+2 (market-based) +3 (upstream)";2014;2030;"Company-wide";100;318152;0;313192;133044;126748
12;3398;"Citigroup Inc.";"Scope 1+2 (location-based)";2005;2020;"Company-wide";35;13101108;13101108;0;7402800;0
12;3398;"Citigroup Inc.";"Scope 1+2 (location-based)";2005;2050;"Company-wide";80;13101108;13101108;0;7402800;0
5;3402;"Citizen Watch Co.,Ltd.";"Scope 1+2 (location-based)";2018;2030;"Company-wide";30;849705;0;0;797483.2;0
5;3402;"Citizen Watch Co.,Ltd.";"Scope 3 (upstream & downstream)";2018;2030;"Company-wide";15;421036.5;0;0;884274.65;0
7;3435;"CJ Cheiljedang";"Scope 1+2 (location-based)";2018;2030;"Business activity";36;2702980;2773386;0;0;0
1;3538;"CMS Energy Corporation";"Scope 1";2005;2040;"Company-wide";80;20536528.8;0;0;13509175;0
1;3538;"CMS Energy Corporation";"Scope 1";2018;2019;"Company-wide";1;351652;13164704;0;13509175;0
1;3538;"CMS Energy Corporation";"Scope 3 (downstream)";2018;2019;"Company-wide";0.75;155667;0;0;15422689;0
2;3546;"Tapestry Inc";"Scope 1+2 (location-based)";2014;2020;"Business division";20;117694;117694;0;120743.42;0
3;3546;"Tapestry Inc";"Scope 1+2 (market-based)";2017;2025;"Company-wide";20;189817.53;153602.58;0;173834.13;0
3;3546;"Tapestry Inc";"Scope 3: Upstream transportation & distribution";2017;2025;"Company-wide";20;283898.61;75759;0;268173;0
5;3551;"Colgate Palmolive Company";"Scope 1+2 (market-based)";2002;2020;"Company-wide";25;3498805;3498805;0;2404060;0
5;3551;"Colgate Palmolive Company";"Scope 1+2 (market-based)";2002;2050;"Company-wide";50;3498805;3498805;0;2404060;0
5;3551;"Colgate Palmolive Company";"Scope 3: Use of sold products";2016;2022;"Company-wide";5;236000000;239900000;0;210073635;0
42;3564;"The Coca-Cola Company";"Scope 1+2 (market-based) +3 (upstream & downstream)";2015;2030;"Company-wide";25;2946065220;0;0;2335113564;65473842
13;3565;"Coca-Cola European Partners";"Scope 1+2 (market-based) +3 (upstream)";2010;2025;"Company-wide";50;32324643;0;7575009;45078579;3180047
12;3599;"Commerzbank AG";"Scope 1+2 (market-based) +3 (upstream)";2007;2020;"Country/region";70;2969976;0;2595336;1486652.292;625132.044
6;3616;"Coloplast A/S";"Scope 1+2 (market-based)";2017;2019;"Company-wide";75;253800;0;0;67860;0
2;3635;"Comcast Corporation";"Scope 1";2017;2019;"Business division";100;776754;1026632;0;996910;0
2;3635;"Comcast Corporation";"Scope 1+2 (location-based)";2017;2019;"Business division";100;3850466;4009228;0;4134344;0
2;3635;"Comcast Corporation";"Scope 1+2 (location-based) +3 (upstream & downstream)";2018;2030;"Business division";50;4003218;3989682;0;4134344;0
3;3640;"Comerica Incorporated";"Scope 1+2 (location-based)";2012;2020;"Business activity";20;241599;245202.18;0;125606.25;0
3;3640;"Comerica Incorporated";"Scope 1+2 (location-based)";2012;2025;"Business activity";50;241599;245202.18;0;125606.25;0
3;3640;"Comerica Incorporated";"Scope 1+2 (location-based)";2012;2030;"Business activity";65;241599;245202.18;0;125606.25;0
3;3640;"Comerica Incorporated";"Scope 1+2 (location-based)";2012;2050;"Business activity";100;241599;245202.18;0;125606.25;0
1;3642;"Grupo CCR";"Scope 1+2 (location-based)";2012;2027;"Business division";30;18918;36945.22;0;82274.36;0
1;3642;"Grupo CCR";"Scope 1+2 (location-based)";2012;2034;"Business division";38;18918;36945.22;0;82274.36;0
4;3649;"Commonwealth Bank of Australia";"Scope 1";2009;2020;"Country/region";52.7;43724;52228;0;30496;0
4;3649;"Commonwealth Bank of Australia";"Scope 1";2009;2020;"Country/region";70.9;8504;52228;0;30496;0
4;3649;"Commonwealth Bank of Australia";"Scope 1+2 (location-based) +3 (downstream)";2008;2030;"Country/region";75;48532;0;0;345524;0
4;3649;"Commonwealth Bank of Australia";"Scope 2 (location-based)";2009;2020;"Country/region";57.4;557212;655556;0;315028;0
4;3649;"Commonwealth Bank of Australia";"Scope 2 (location-based)";2009;2020;"Country/region";60;98344;655556;0;315028;0
12;3654;"CommScope, Inc.";"Scope 1+2 (location-based)";2016;2020;"Other, please specify: Target set up for legacy CommScope (company-wide) before the ARRIS acquisition in April 2019. Legacy ARRIS is not in scope. New baseline and reduction targets were established and communicated in our 2019 Sustainability Report.";25;2829744;2829744;0;2608524;0
16;3779;"Constantia Flexibles";"Scope 1+2 (market-based) +3 (upstream & downstream)";2015;2030;"Company-wide";23.94;31588096;31690780.96;4372048;25473213.408;3374928
16;3779;"Constantia Flexibles";"Scope 1+2 (market-based) +3 (upstream & downstream)";2015;2050;"Company-wide";49.26;31588096;31690780.96;4372048;25473213.408;3374928
1;3814;"Contact Energy";"Scope 1+2 (location-based)";2018;2026;"Company-wide";34;1177169;1177169;0;921935;0
