account_id;company_name;program_id;access;incorporation_country;sectors;industries;activities;primary_sector;primary_industry;primary_activity;project_year;Target reference number;Year target was set;Target coverage;Scope(s) (or Scope 3 category);Base year;Covered emissions in base year (metric tons CO2e);Covered emissions in base year as % of total base year emissions in selected Scope(s) (or Scope 3 category);Target year;Targeted reduction from base year (%);Covered emissions in target year (metric tons CO2e) [auto-calculated];Covered emissions in reporting year (metric tons CO2e);Covered emissions outlier check;Target emission change rate vs 2019;Pro-rated achievement rate (BY-TY);TY_EM;MRY_EM
15693;Resona Holdings, Inc.;Investor;public;Japan; Financial services; Services; Banks;Financial services;Services;Banks;2020;Abs 1;2018;Company-wide;Scope 1+2 (market-based);2013;92991;100;2030;26;68813.34;66266;100.00%;4%;268%;;
32334;Signify NV;Investor;public;Netherlands; Electrical & electronic equipment; Manufacturing; Electrical equipment;Electrical & electronic equipment;Manufacturing;Electrical equipment;2020;Abs 1;2018;Company-wide;Scope 1+2 (market-based);2015;357582;100;2030;70;107274.6;178058;100.00%;-40%;269%;;
6851;Fubon Financial Holdings;Investor;public;Taiwan, Greater China; Financial services; Services; Banks, Insurance;Financial services;Services;Insurance;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based);2017;51721.25;100;2027;10;46549.125;48937.38;99.94%;-5%;269%;;
1187;Australia and New Zealand Banking Group;Investor;public;Australia; Financial services; Services; Asset managers, Banks;Financial services;Services;Banks;2020;Abs 2;2017;Company-wide;Scope 1+2 (location-based);2015;209531;100;2030;35;136195.15;156568;100.00%;-13%;271%;;
12903;NEC Corporation;Investor;public;Japan; Energy utility networks, IT & software development, Specialized professional services; Infrastructure, Services; Electricity networks, IT services, Other professional services;IT & software development;Services;IT services;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2017;470510;100;2030;33;315241.7;373400;100.00%;-16%;271%;;
4667;Deutsche Telekom AG;Investor;public;Germany; Media, telecommunications & data center services, Specialized professional services; Services; Other professional services, Telecommunications services;Media, telecommunications & data center services;Services;Telecommunications services;2020;Abs 1;2018;Company-wide;Scope 1+2 (market-based);2017;2896000;100;2030;90;289600;1802017;100.00%;-84%;273%;;
8884;Imperial Brands;Investor;public;United Kingdom of Great Britain and Northern Ireland; Leisure & home manufacturing, Tobacco; Food, beverage & agriculture, Manufacturing; Homeware, Tobacco products;Tobacco;Food, beverage & agriculture;Tobacco products;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based);2017;271861;100;2030;25;203895.75;228485;100.00%;-11%;277%;;
13620;Obayashi Corporation;Investor;public;Japan; Construction, Other services, Specialized professional services; Infrastructure, Services; Engineering services, Non-residential building construction, Real estate services, Transportation infrastructure & other construction;Construction;Infrastructure;Non-residential building construction;2020;Abs 2;2014;Company-wide;Scope 1+2 (market-based);2014;229000;97.8;2022;8;210680;191000;96.92%;10%;277%;;
57208;WIMMER SOLUTIONS CORPORATION;Supply Chain;public;United States of America; Specialized professional services; Services; Other professional services;Specialized professional services;Services;Other professional services;2020;Abs 1;2018;Company-wide;Scope 1+2 (location-based);2017;18;100;2027;20;14.4;16;100.00%;-10%;278%;;
9960;Kagome Co., Ltd.;Investor;public;Japan; Biotech & pharma, Crop farming, Discretionary retail, Food & beverage processing, Intermodal transport & logistics; Biotech, health care & pharma, Food, beverage & agriculture, Retail, Transportation services; Biotechnology, Discretionary delivery retail, Logistics - 3rd party, Non-alcoholic beverages, Other food processing, Vegetable farming;Food & beverage processing;Food, beverage & agriculture;Other food processing;2020;Abs 1;2016;Company-wide;Scope 1+2 (market-based);2016;163222;100;2030;20;130577.6;143762;100.00%;-9%;278%;;
4226;Daikin Industries, Ltd.;Investor;public;Japan; Chemicals, Electrical & electronic equipment, Powered machinery; Manufacturing, Materials; Electrical equipment, Industrial machinery, Inorganic base chemicals;Electrical & electronic equipment;Manufacturing;Electrical equipment;2020;Abs 2;2018;Company-wide;Scope 1+2 (market-based);2015;1780000;100;2030;30;1246000;1284690;98.26%;-3%;278%;;
10670;LG Electronics;Investor;public;Republic of Korea; Electrical & electronic equipment, Metal products manufacturing; Manufacturing; Communications equipment, Electrical equipment, Electronic components, Electronic equipment, Fabricated metal components, Household appliances;Electrical & electronic equipment;Manufacturing;Household appliances;2020;Abs 1;2018;Company-wide;Scope 1+2 (location-based);2017;1933139;100;2030;50;966569.5;1505951;100.20%;-36%;287%;;
16558;SSE;Investor;public;United Kingdom of Great Britain and Northern Ireland; Energy utility networks, Industrial support services, Oil & gas extraction & production, Oil & gas storage & transportation, Renewable power generation; Fossil Fuels, Infrastructure, Power generation, Services; Electricity networks, Gas utilities, Industrial services, Oil & gas extraction, Oil & gas pipelines & storage, Other renewable generation;Renewable power generation;Power generation;Other renewable generation;2020;Abs 1;2020;Company-wide;Scope 1+2 (location-based);2018;11062493;100;2030;40;6637495.8;8907635;100.00%;-25%;292%;;
13360;Nokia Group;Investor;public;Finland; Electrical & electronic equipment, IT & software development, Specialized professional services; Manufacturing, Services; Communications equipment, IT services, Other professional services;Electrical & electronic equipment;Manufacturing;Communications equipment;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2014;710000;98;2030;41;418900;444000;98.18%;-6%;292%;;
15981;RSA Insurance Group;Investor;public;United Kingdom of Great Britain and Northern Ireland; Financial services; Services; Insurance;Financial services;Services;Insurance;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based) +3 (upstream);2016;27588;100;2030;50;13794;18849;10.63%;-27%;296%;;
5369;EDF;Investor;public;France; Energy utility networks, Nuclear power generation; Infrastructure, Power generation; Electricity networks, Nuclear generation;Nuclear power generation;Power generation;Nuclear generation;2020;Abs 4;2019;Company-wide;Scope 1+2 (location-based);2017;51804887;100;2023;36;33155127.68;33379487;100.00%;-1%;296%;;
7084;Naturgy Energy Group SA;Investor;public;Spain; Energy utility networks, Oil & gas retailing, Oil & gas storage & transportation, Thermal power generation; Fossil Fuels, Infrastructure, Power generation; CCGT generation, Electricity networks, Oil & gas marketing & retailing, Oil & gas pipelines & storage;Energy utility networks;Infrastructure;Electricity networks;2020;Abs 3;2016;Company-wide;Scope 1+2 (location-based);2012;26123101;100;2030;31.8;17815954.88;16513915;100.00%;8%;297%;;
36702;DIA;Investor;public;Spain; Convenience retail; Retail; Supermarkets, food & drugstores;Convenience retail;Retail;Supermarkets, food & drugstores;2020;Abs 1;2016;Company-wide;Scope 1+2 (market-based);2015;848992.7;100;2030;34;560335.182;619005.6;100.00%;-9%;299%;;
18316;Takeda Pharmaceutical Company Limited;Investor;public;Japan; Biotech & pharma; Biotech, health care & pharma; Pharmaceuticals;Biotech & pharma;Biotech, health care & pharma;Pharmaceuticals;2020;Abs 2;2020;Company-wide;Scope 1+2 (market-based);2016;659033;100;2025;40;395419.8;308446;99.92%;28%;299%;;
5108;E.ON SE;Investor;public;Germany; Renewable power generation, Thermal power generation; Power generation; CCGT generation, Hydro generation, Other renewable generation, Wind generation;Renewable power generation;Power generation;Wind generation;2020;Abs 1;2016;Company-wide;Scope 1+2 (market-based) +3 (upstream & downstream);2016;83428908;100;2030;30;58400235.6;67310000;97.91%;-13%;301%;;
1227;Avery Dennison Corporation;Investor;public;United States of America; Chemicals, Paper products & packaging; Manufacturing, Materials; Paper packaging, Paper products, Specialty chemicals;Paper products & packaging;Manufacturing;Paper packaging;2020;Abs 1;2015;Company-wide;Scope 1+2 (market-based);2015;691553;100;2025;26;511749.22;473924;100.00%;8%;303%;;
3779;Constantia Flexibles;Supply Chain;public;Austria; Light manufacturing; Manufacturing; Other containers & packaging;Light manufacturing;Manufacturing;Other containers & packaging;2020;Abs 2;2015;Company-wide;Scope 1+2 (market-based) +3 (upstream & downstream);2015;1974256;100;2030;23.94;1501619.114;1592076.14;100.00%;-6%;303%;;
13566;NSK Ltd.;Investor;public;Japan; Metal products manufacturing; Manufacturing; Fabricated metal components;Metal products manufacturing;Manufacturing;Fabricated metal components;2020;Abs 2;2018;Company-wide;Scope 1+2 (market-based);2017;1018642;100;2030;25;763981.5;839243;100.00%;-9%;305%;;
828564;Tokyu Construction Co., Ltd.;Investor;public;Japan; Construction; Infrastructure; Building sub-contractors, Non-residential building construction, Transportation infrastructure & other construction;Construction;Infrastructure;Non-residential building construction;2020;Abs 2;2019;Company-wide;Scope 2 (location-based);2018;12963.4;100;2030;30;9074.38;10965.21;100.00%;-17%;308%;;
74048;Nilfisk Holding A/S;Investor;public;Denmark; Electrical & electronic equipment, Metal products manufacturing, Other materials; Manufacturing, Materials; Electrical equipment, Fabricated metal components, Other non-wood building materials;Other materials;Materials;Other non-wood building materials;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2018;26133;100;2030;35;16986.45;23781;100.00%;-29%;309%;;
6394;FIRMENICH SA;Investor;public;Switzerland; Chemicals; Materials; Specialty chemicals;Chemicals;Materials;Specialty chemicals;2020;Abs 3;2019;Company-wide;Scope 1+2 (market-based);2017;132308;100;2030;55;59538.6;80420;100.00%;-26%;309%;;
7374;GlaxoSmithKline;Investor;public;United Kingdom of Great Britain and Northern Ireland; Biotech & pharma, Chemicals; Biotech, health care & pharma, Materials; Personal care & household products, Pharmaceuticals;Biotech & pharma;Biotech, health care & pharma;Pharmaceuticals;2020;Abs 1;2018;Company-wide;Scope 1+2 (market-based);2016;1506164;100;2030;20;1204931.2;1306414;100.00%;-8%;309%;;
5066;Duratex S/A;Investor;public;Brazil; Wood & rubber products; Manufacturing; Finished wood products;Wood & rubber products;Manufacturing;Finished wood products;2020;Abs 1;2017;Company-wide;Scope 1;2012;265184.97;100;2025;25;198888.7275;154478.65;92.40%;29%;310%;;
31497;CenturyLink;Investor;public;United States of America; Media, telecommunications & data center services; Services; Servers & data centers, Telecommunications services;Media, telecommunications & data center services;Services;Telecommunications services;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2018;2325303.65;100;2025;18;1906748.993;2139851.1;100.00%;-11%;310%;;
8719;Hyundai Steel Co;Investor;public;Republic of Korea; Metal smelting, refining & forming; Materials; Iron & steel;Metal smelting, refining & forming;Materials;Iron & steel;2020;Abs 2;2017;Company-wide;Scope 1+2 (location-based);2015;21769358;99;2030;0.5;21660511.21;21679328;97.03%;0%;310%;;
777;Anglo American Platinum;Investor;public;South Africa; Metal smelting, refining & forming, Metallic mineral mining; Materials; Other non-ferrous ore mining, Precious metals, Precious metals & minerals mining;Metal smelting, refining & forming;Materials;Precious metals;2020;Abs 1;2017;Company-wide;Scope 1+2 (location-based);2016;5579206;100;2030;30;3905444.2;4435519;100.00%;-12%;319%;;
8698;Iberdrola SA;Investor;public;Spain; Energy utility networks, Renewable power generation, Thermal power generation; Infrastructure, Power generation; CCGT generation, Gas utilities, Hydro generation, Other renewable generation;Thermal power generation;Power generation;CCGT generation;2020;Abs 3;2018;Company-wide;Scope 1;2017;15439000;100;2030;26;11424860;13427105;100.00%;-15%;326%;;
20309;Volkswagen AG;Investor;public;Germany; Financial services, Transportation equipment; Manufacturing, Services; Automobiles, Banks;Transportation equipment;Manufacturing;Automobiles;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2018;9027065;100;2030;30;6318945.5;8290299;100.00%;-24%;326%;;
5369;EDF;Investor;public;France; Energy utility networks, Nuclear power generation; Infrastructure, Power generation; Electricity networks, Nuclear generation;Nuclear power generation;Power generation;Nuclear generation;2020;Abs 1;2018;Company-wide;Scope 1+2 (location-based);2015;59285268;100;2030;50;29642634;33379487;100.00%;-11%;328%;;
22082;Berkeley Group;Investor;public;United Kingdom of Great Britain and Northern Ireland; Construction; Infrastructure; Residential building construction;Construction;Infrastructure;Residential building construction;2020;Abs 1;2020;Company-wide;Scope 1+2 (market-based);2019;3771;100;2030;50;1885.5;3167;110.89%;-40%;352%;;
6546;Fletcher Building;Investor;public;New Zealand; Construction, Other materials, Trading, wholesale, distribution, rental & leasing, Wood & rubber products; Infrastructure, Manufacturing, Materials, Retail; Construction & building materials dealing & distribution, Dealers, wholesalers & distributors, Finished wood products, Other non-wood building materials, Residential building construction, Transportation infrastructure & other construction;Other materials;Materials;Other non-wood building materials;2020;Abs 1;2018;Company-wide;Scope 1+2 (location-based);2018;1238380;95;2030;30;866866;1128216;99.38%;-23%;356%;;
5921;Eurazeo;Investor;public;France; Financial services; Services; Asset managers;Financial services;Services;Asset managers;2020;Abs 1;2020;Company-wide;Scope 1+2 (location-based);2017;182.2;100;2030;42;105.676;140.1;126.02%;-25%;358%;;
10480;LANXESS AG;Investor;public;Germany; Chemicals; Materials; Other base chemicals, Specialty chemicals;Chemicals;Materials;Specialty chemicals;2020;Abs 2;2019;Company-wide;Scope 1+2 (market-based);2018;3250000;100;2030;50;1625000;2752500;100.00%;-41%;367%;;
828564;Tokyu Construction Co., Ltd.;Investor;public;Japan; Construction; Infrastructure; Building sub-contractors, Non-residential building construction, Transportation infrastructure & other construction;Construction;Infrastructure;Non-residential building construction;2020;Abs 3;2019;Company-wide;Scope 3 (upstream & downstream);2018;5638259.1;100;2030;30;3946781.37;4601192.13;100.00%;-14%;368%;;
13889;OMRON Corporation;Investor;public;Japan; Electrical & electronic equipment, Medical equipment & supplies, Metal products manufacturing, Powered machinery; Biotech, health care & pharma, Manufacturing; Electrical equipment, Electronic equipment, Fabricated metal components, Industrial machinery, Medical equipment;Powered machinery;Manufacturing;Industrial machinery;2020;Abs 1;2018;Company-wide;Scope 1+2 (market-based);2016;250378;100;2030;32;170257.04;166090;137.47%;3%;368%;;
9312;Insurance Australia Group;Investor;public;Australia; Financial services; Services; Insurance;Financial services;Services;Insurance;2020;Abs 2;2018;Company-wide;Scope 1+2 (location-based);2018;34198;100;2025;43;19492.86;26457;100.00%;-26%;368%;;
625;alstria office REIT-AG;Investor;public;Germany; Financial services; Services; REIT;Financial services;Services;REIT;2020;Abs 1;2020;Company-wide;Scope 1;2018;17.3;100;2030;30;12.11;15.7;100.00%;-23%;370%;;
22534;Vina Concha y Toro S A;Investor;public;Chile; Crop farming, Food & beverage processing; Food, beverage & agriculture; Alcoholic beverages, Fruit farming;Food & beverage processing;Food, beverage & agriculture;Alcoholic beverages;2020;Abs 1;2017;Company-wide;Scope 1+2 (location-based);2017;71886;100;2030;40;43131.6;55332;100.02%;-22%;374%;;
138;Absa Group Limited;Investor;public;South Africa; Financial services; Services; Banks;Financial services;Services;Banks;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based) +3 (upstream & downstream);2018;296468;100;2030;51;145269.32;248529;98.38%;-42%;380%;;
9312;Insurance Australia Group;Investor;public;Australia; Financial services; Services; Insurance;Financial services;Services;Insurance;2020;Abs 3;2018;Company-wide;Scope 1+2 (location-based);2018;34198;100;2030;71;9917.42;26457;100.00%;-63%;383%;;
15459;Red Eléctrica Corporación, S.A.;Investor;public;Spain; Energy utility networks; Infrastructure; Electricity networks;Energy utility networks;Infrastructure;Electricity networks;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2015;1176028;100;2030;30;823219.6;805066;100.00%;2%;394%;;
23110;Koninklijke DSM;Investor;public;Netherlands; Chemicals, Specialized professional services; Materials, Services; Other base chemicals, Other professional services, Specialty chemicals;Chemicals;Materials;Specialty chemicals;2020;Abs 1;2018;Company-wide;Scope 1+2 (market-based);2016;1570000;100;2030;30;1099000;1170000;100.15%;-6%;396%;;
64657;Bonava;Investor;public;Sweden; Construction; Infrastructure; Residential building construction;Construction;Infrastructure;Residential building construction;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2018;13270;100;2030;50;6635;11075;100.00%;-40%;397%;;
38108;MANE;Supply Chain;public;France; Chemicals; Materials; Specialty chemicals;Chemicals;Materials;Specialty chemicals;2020;Abs 2;2020;Company-wide;Scope 3 (upstream & downstream);2018;420818;100;2030;15;357695.3;399896;100.00%;-11%;398%;;
10670;LG Electronics;Investor;public;Republic of Korea; Electrical & electronic equipment, Metal products manufacturing; Manufacturing; Communications equipment, Electrical equipment, Electronic components, Electronic equipment, Fabricated metal components, Household appliances;Electrical & electronic equipment;Manufacturing;Household appliances;2020;Abs 2;2018;Company-wide;Scope 1+2 (location-based);2017;1933139;100;2035;50;966569.5;1505951;100.20%;-36%;398%;;
7374;GlaxoSmithKline;Investor;public;United Kingdom of Great Britain and Northern Ireland; Biotech & pharma, Chemicals; Biotech, health care & pharma, Materials; Personal care & household products, Pharmaceuticals;Biotech & pharma;Biotech, health care & pharma;Pharmaceuticals;2020;Abs 3;2019;Company-wide;Scope 3 (upstream & downstream);2017;18152838;100;2030;16;15248383.92;16335019;100.86%;-7%;407%;;
31360;Befimmo SA;Investor;public;Belgium; Financial services; Services; REIT;Financial services;Services;REIT;2020;Abs 2;2017;Company-wide;Scope 2 (location-based);2016;4822.3;100;2030;23;3713.171;3851.65;100.00%;-4%;408%;;
5280;EDP - Energias do Brasil S.A.;Investor;public;Brazil; Energy utility networks, Thermal power generation; Infrastructure, Power generation; CCGT generation, Coal generation, Electricity networks;Energy utility networks;Infrastructure;Electricity networks;2020;Abs 2;2018;Company-wide;Scope 2 (location-based);2015;440853.87;100;2030;41.41;258296.2824;241178.38;100.00%;7%;410%;;
13336;Nippon Sheet Glass Company, Ltd;Investor;public;Japan; Electrical & electronic equipment, Other materials, Specialized professional services; Manufacturing, Materials, Services; Electronic components, Engineering services, Glass products;Other materials;Materials;Glass products;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based);2018;4152897;100;2030;21;3280788.63;3854645;100.00%;-15%;410%;;
35221;PostNL;Investor;public;Netherlands; Intermodal transport & logistics; Transportation services; Logistics - 3rd party, Logistics - transport;Intermodal transport & logistics;Transportation services;Logistics - transport;2020;Abs 2;2018;Company-wide;Scope 1+2 (market-based) +3 (upstream & downstream);2017;211000;100;2030;18;173020;187000;81.87%;-7%;411%;;
29979;Fruit of the Loom;Supply Chain;public;United States of America; Textiles & fabric goods; Apparel; Textiles;Textiles & fabric goods;Apparel;Textiles;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2018;162522.12;100;2030;30;113765.484;145651.63;100.00%;-22%;415%;;
68198;Maisons du Monde SA;Investor;public;France; Discretionary retail, Leisure & home manufacturing; Manufacturing, Retail; Furniture, Specialist retail;Discretionary retail;Retail;Specialist retail;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2018;8197;100;2030;50;4098.5;6770;100.00%;-39%;418%;;
4899;Downer EDI;Investor;public;Australia; Construction, Industrial support services, Specialized professional services, Transportation equipment; Infrastructure, Manufacturing, Services; Engineering services, Industrial services, Mining & metals support services, Railroad rolling stock, Transportation infrastructure & other construction, Utility line construction;Industrial support services;Services;Industrial services;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based);2018;576459;100;2035;45;317052.45;512692;116.02%;-38%;418%;;
19923;Universal Corporation;Supply Chain;public;United States of America; Tobacco; Food, beverage & agriculture; Tobacco products;Tobacco;Food, beverage & agriculture;Tobacco products;2020;Abs 1;2020;Company-wide;Scope 1+2 (location-based);2019;191920.2;100;2030;30;134344.14;169685.1;100.00%;-21%;425%;;
18124;Swisscom;Investor;public;Switzerland; Electrical & electronic equipment, Media, telecommunications & data center services, Specialized professional services, Web & marketing services; Manufacturing, Services; Communications equipment, Marketing, Other professional services, Telecommunications services;Media, telecommunications & data center services;Services;Telecommunications services;2020;Abs 6;2020;Company-wide;Scope 3 (upstream & downstream);2018;425093;100;2030;51.95;204257.1865;344524;100.00%;-41%;438%;;
44710;Melco Resorts & Entertainment;Investor;public;China, Hong Kong Special Administrative Region; Bars, hotels & restaurants, Entertainment facilities; Hospitality; Food & beverage amenities, Gambling, Hotels & lodging;Entertainment facilities;Hospitality;Gambling;2020;Abs 1;2018;Company-wide;Scope 1+2 (market-based);2016;380461;100;2030;96;15218.44;29192;100.00%;-48%;449%;;
1681;Benesse Holdings, Inc.;Investor;public;Japan; Health care provision, Other services, Specialized professional services; Biotech, health care & pharma, Services; Education services, Health care facilities, Other professional services;Other services;Services;Education services;2020;Abs 2;2019;Company-wide;Scope 1+2 (market-based);2018;7597;100;2030;32.5;5127.975;6665;104.30%;-23%;453%;;
21906;Nan Ya Printed Circuit Board;Investor;public;Taiwan, Greater China; Electrical & electronic equipment; Manufacturing; Electronic components;Electrical & electronic equipment;Manufacturing;Electronic components;2020;Abs 4;2019;Company-wide;Scope 1+2 (location-based);2013;407608;100;2030;6;383151.52;367902;100.00%;4%;460%;;
5369;EDF;Investor;public;France; Energy utility networks, Nuclear power generation; Infrastructure, Power generation; Electricity networks, Nuclear generation;Nuclear power generation;Power generation;Nuclear generation;2020;Abs 3;2019;Company-wide;Scope 1+2 (location-based);2017;51804887;100;2030;50;25902443.5;33379487;100.00%;-22%;462%;;
18585;TETRA PAK;Investor;public;Sweden; Light manufacturing, Paper products & packaging; Manufacturing; Other containers & packaging, Paper products;Light manufacturing;Manufacturing;Other containers & packaging;2020;Abs 1;2016;Company-wide;Scope 1+2 (market-based);2015;382994;100;2030;42;222136.52;180713;99.95%;23%;472%;;
31965;Palfinger AG;Investor;public;Austria; Powered machinery; Manufacturing; Industrial machinery;Powered machinery;Manufacturing;Industrial machinery;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2015;53696;100;2030;25;40272;36588;#DIV/0!;10%;478%;;
10205;Klepierre;Investor;public;France; Financial services; Services; REIT;Financial services;Services;REIT;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2017;83969;100;2030;74;21831.94;34743;100.00%;-37%;515%;;
15854;Robert Bosch GmbH;Investor;public;Germany; Electrical & electronic equipment, Metal products manufacturing, Powered machinery; Manufacturing; Electrical equipment, Fabricated metal components, Industrial machinery;Metal products manufacturing;Manufacturing;Fabricated metal components;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2018;3259000;100;2030;85;488850;2046468;100.00%;-76%;525%;;
61686;COSBOND;Supply Chain;public;China, Hong Kong Special Administrative Region; Commercial & consumer services; Services; Commercial services;Commercial & consumer services;Services;Commercial services;2020;Abs 1;2018;Company-wide;Scope 1+2 (location-based);2018;15.65;100;2030;25;11.7375;13.83;99.96%;-15%;558%;;
4906;Drax Group;Investor;public;United Kingdom of Great Britain and Northern Ireland; Biomass & waste generation, Industrial support services, Renewable power generation, Thermal power generation; Power generation, Services; Biomass generation, Coal generation, Industrial services, Non-CCGT generation, Waste generation;Renewable power generation;Power generation;Biomass generation;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based);2018;4484437;100;2030;100;0;2371299;100.00%;-100%;565%;;
8661;HUGO BOSS AG;Investor;public;Germany; Apparel design, Discretionary retail; Apparel, Retail; Apparel & footwear design, Apparel stores;Discretionary retail;Retail;Apparel stores;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2018;42777;100;2030;50.4;21217.392;32393;100.00%;-35%;578%;;
13521;Novozymes A/S;Investor;public;Denmark; Biotech & pharma, Chemicals; Biotech, health care & pharma, Materials; Biofuel processing, Biotechnology, Specialty chemicals;Chemicals;Materials;Specialty chemicals;2020;Abs 3;2019;Company-wide;Scope 1+2 (market-based);2018;437162;100;2030;50;218581;330181;100.00%;-34%;587%;;
832325;Hyosung Advanced Materials Corp;Investor;public;Republic of Korea; Chemicals; Materials; Specialty chemicals;Chemicals;Materials;Specialty chemicals;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based);2017;257925;100;2030;19.7;207113.775;209101;100.00%;-1%;625%;;
847212;SpareBank 1 Østlandet;Investor;public;Norway; Financial services; Services; Banks;Financial services;Services;Banks;2020;Abs 1;2018;Company-wide;Scope 1+2 (location-based);2018;337;100;2030;50;168.5;247;100.00%;-32%;641%;;
46848;OFFICINE METALLURGICHE G. CORNAGLIA SPA;Supply Chain;public;Italy; Transportation equipment; Manufacturing; Automobiles;Transportation equipment;Manufacturing;Automobiles;2020;Abs 6;2019;Company-wide;Scope 1;2018;3219.8;100;2030;10;2897.82;3030.4;100.00%;-4%;706%;;
1681;Benesse Holdings, Inc.;Investor;public;Japan; Health care provision, Other services, Specialized professional services; Biotech, health care & pharma, Services; Education services, Health care facilities, Other professional services;Other services;Services;Education services;2020;Abs 5;2019;Company-wide;Scope 3 (upstream & downstream);2018;7874419;100;2030;16;6614511.96;7124353;99.49%;-7%;714%;;
17604;Standard Life Aberdeen;Investor;public;United Kingdom of Great Britain and Northern Ireland; Financial services; Services; Asset managers, Insurance;Financial services;Services;Asset managers;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based);2018;9736.16;100;2030;50;4868.08;6590.52;99.99%;-26%;775%;;
52010;WICRESOFT;Supply Chain;public;China; Specialized professional services; Services; Engineering services;Specialized professional services;Services;Engineering services;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based);2018;6014.59;100;2023;25;4510.9425;3670.3;100.00%;23%;780%;;
10834;Logitech Europe S.A.;Investor;public;Switzerland; Electrical & electronic equipment; Manufacturing; Electronic equipment;Electrical & electronic equipment;Manufacturing;Electronic equipment;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2018;5355;100;2030;72;1499.4;2848;99.96%;-47%;780%;;
48176;ESB Group;Investor;public;Ireland; Energy utility networks, Thermal power generation; Infrastructure, Power generation; CCGT generation, Coal generation, Electricity networks;Thermal power generation;Power generation;CCGT generation;2020;Abs 3;2018;Company-wide;Scope 1+2 (location-based);2018;8867841;100;2030;43;5054669.37;6231063;92.04%;-19%;830%;;
9073;Informa plc;Investor;public;United Kingdom of Great Britain and Northern Ireland; Commercial & consumer services, Print & publishing services; Services; Commercial services, Print publishing;Commercial & consumer services;Services;Commercial services;2020;Abs 1;2018;Company-wide;Scope 1+2 (market-based);2017;14019.49;100;2030;50;7009.745;4387.55;100.00%;60%;893%;;
837930;MOUNTAIN PNEUMATIC TOOLS CO., LTD.;Supply Chain;public;Taiwan, Greater China; Metal products manufacturing; Manufacturing; Fabricated metal components;Metal products manufacturing;Manufacturing;Fabricated metal components;2020;Abs 2;2019;Company-wide;Scope 1;2018;1.3;100;2030;5;1.235;1.25;100.00%;-1%;923%;;
46848;OFFICINE METALLURGICHE G. CORNAGLIA SPA;Supply Chain;public;Italy; Transportation equipment; Manufacturing; Automobiles;Transportation equipment;Manufacturing;Automobiles;2020;Abs 1;2018;Company-wide;Scope 2 (location-based);2018;4092;100;2030;20;3273.6;3401;98.84%;-4%;1013%;;
10871;London Stock Exchange Group;Investor;public;United Kingdom of Great Britain and Northern Ireland; Financial services, Specialized professional services; Services; Banks, Other financial, Other professional services;Specialized professional services;Services;Other financial;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2016;23259;100;2030;40;13955.4;1816;100.00%;668%;1076%;;
15345;PUMA SE;Investor;public;Germany; Accessories, Textiles & fabric goods; Apparel; Accessories manufacture, Apparel & footwear, Clothing manufacture;Textiles & fabric goods;Apparel;Apparel & footwear;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2017;47707;99;2030;35;31009.55;17858;99.99%;74%;1162%;;
8074;Hankook Tire & Technology Co., Ltd.;Investor;public;Republic of Korea; Light manufacturing, Wood & rubber products; Manufacturing; Rubber products, Tires;Light manufacturing;Manufacturing;Tires;2020;Abs 2;2019;Company-wide;Scope 1+2 (location-based);2018;1283394;100;2030;5;1219224.3;1219910;100.00%;0%;1187%;;
1536;Barrick Gold Corporation;Investor;public;Canada; Metallic mineral mining; Materials; Other non-ferrous ore mining, Precious metals & minerals mining;Metallic mineral mining;Materials;Precious metals & minerals mining;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2018;7500000;100;2030;10;6750000;6711000;100.00%;1%;1262%;;
21013;Yuanta Financial Holdings;Investor;public;Taiwan, Greater China; Financial services; Services; Asset managers, Banks, Insurance;Financial services;Services;Asset managers;2020;Abs 4;2017;Company-wide;Scope 1+2 (location-based);2017;25741;100;2030;8;23681.72;21512.5;100.00%;10%;1335%;;
